cycle_id,cycle_year,as_of_date,symbol,name,data_rows,wyckoff_phase,wyckoff_direction,wyckoff_confidence,wyckoff_signal_type,lppl_score,lppl_level,n_danger_layers,regime,regime_weight,phase_weight,fusion_score,fusion_score_regime,future_return_pct,future_max_gain_pct,future_max_dd_pct
8,2021,2021-04-17,600477.SH,杭萧钢构,5342,markdown,空仓观望,C,markdown,0.2246,watch,0,weak_bull,1.0,1.0,0.2246,0.2246,-8.18,13.3,11.76
9,2022,2022-04-16,600477.SH,杭萧钢构,5342,markdown,空仓观望,C,markdown,0.1355,none,0,weak_bull,1.0,1.0,0.1355,0.1355,7.5,64.0,19.75
10,2024,2024-07-06,600477.SH,杭萧钢构,5342,markdown,空仓观望,C,markdown,0.1426,none,0,weak_bull,1.0,1.0,0.1426,0.1426,10.3,38.63,9.87
1,2012,2012-04-05,600470.SH,六国化工,5331,unknown,空仓观望,D,no_signal,0.1814,none,0,weak_bull,1.0,0.3,0.0544,0.0544,12.11,20.81,12.42
2,2013,2013-07-12,600470.SH,六国化工,5331,markdown,空仓观望,C,markdown,0.1322,none,0,weak_bull,1.0,1.0,0.1322,0.1322,3.52,21.64,4.19
3,2015,2015-11-24,600470.SH,六国化工,5331,markup,持有观察,C,markup,0.1577,none,0,weak_bull,1.0,0.0,0.0,0.0,-31.06,22.67,34.06
4,2016,2016-06-25,600470.SH,六国化工,5331,unknown,空仓观望,D,no_signal,0.281,watch,1,weak_bull,1.0,0.3,0.0843,0.0843,12.12,30.58,5.37
5,2017,2017-06-19,600470.SH,六国化工,5331,unknown,空仓观望,D,no_signal,0.1215,none,0,weak_bull,1.0,0.3,0.0364,0.0364,-11.55,21.99,15.03
6,2018,2018-07-05,600470.SH,六国化工,5331,markdown,空仓观望,C,markdown,0.1224,none,0,weak_bull,1.0,1.0,0.1224,0.1224,5.04,43.7,7.56
7,2020,2020-05-11,600470.SH,六国化工,5331,markdown,空仓观望,C,markdown,0.1186,none,0,weak_bull,1.0,1.0,0.1186,0.1186,52.51,53.28,5.41
8,2021,2021-04-17,600470.SH,六国化工,5331,unknown,空仓观望,D,no_signal,0.1315,none,0,weak_bull,1.0,0.3,0.0394,0.0394,77.57,171.85,7.55
9,2022,2022-04-16,600470.SH,六国化工,5331,markup,持有观察,D,markup,0.133,none,0,weak_bull,1.0,0.0,0.0,0.0,-25.51,10.43,30.84
10,2024,2024-07-06,600470.SH,六国化工,5331,markdown,空仓观望,C,markdown,0.2134,watch,0,weak_bull,1.0,1.0,0.2134,0.2134,40.36,101.8,4.11
1,2012,2012-04-05,600476.SH,湘邮科技,5372,unknown,空仓观望,D,no_signal,0.1441,none,0,weak_bull,1.0,0.3,0.0432,0.0432,-21.03,16.12,25.7
2,2013,2013-07-12,600476.SH,湘邮科技,5372,unknown,空仓观望,D,no_signal,0.1595,none,0,weak_bull,1.0,0.3,0.0478,0.0478,19.47,57.16,1.53
3,2015,2015-11-24,600476.SH,湘邮科技,5372,markup,持有观察,C,markup,0.0856,none,0,weak_bull,1.0,0.0,0.0,0.0,-8.27,37.9,23.46
4,2016,2016-06-25,600476.SH,湘邮科技,5372,markdown,空仓观望,C,markdown,0.2982,watch,0,weak_bull,1.0,1.0,0.2982,0.2982,9.82,24.25,2.25
5,2017,2017-06-19,600476.SH,湘邮科技,5372,unknown,空仓观望,D,no_signal,0.0984,none,0,weak_bull,1.0,0.3,0.0295,0.0295,-26.93,8.32,31.39
6,2018,2018-07-05,600476.SH,湘邮科技,5372,unknown,空仓观望,D,no_signal,0.2947,watch,0,weak_bull,1.0,0.3,0.0884,0.0884,-31.55,12.92,36.85
7,2020,2020-05-11,600476.SH,湘邮科技,5372,unknown,空仓观望,D,no_signal,0.1648,none,0,weak_bull,1.0,0.3,0.0494,0.0494,-11.42,27.19,13.63
8,2021,2021-04-17,600476.SH,湘邮科技,5372,markup,持有观察,C,markup,0.1379,none,0,weak_bull,1.0,0.0,0.0,0.0,1.79,22.14,7.05
9,2022,2022-04-16,600476.SH,湘邮科技,5372,unknown,空仓观望,D,no_signal,0.0381,none,0,weak_bull,1.0,0.3,0.0114,0.0114,-2.26,41.88,19.32
10,2024,2024-07-06,600476.SH,湘邮科技,5372,unknown,空仓观望,D,no_signal,0.2159,watch,0,weak_bull,1.0,0.3,0.0648,0.0648,2.05,39.8,23.69
1,2012,2012-04-05,600480.SH,凌云股份,5305,unknown,空仓观望,D,no_signal,0.145,none,0,weak_bull,1.0,0.3,0.0435,0.0435,-24.67,17.29,25.66
2,2013,2013-07-12,600480.SH,凌云股份,5305,unknown,空仓观望,D,no_signal,0.3718,watch,1,weak_bull,1.0,0.3,0.1115,0.1115,-1.22,19.18,10.81
3,2015,2015-11-24,600480.SH,凌云股份,5305,markup,持有观察,C,markup,0.1979,none,0,weak_bull,1.0,0.0,0.0,0.0,-36.87,9.17,46.86
4,2016,2016-06-25,600480.SH,凌云股份,5305,markup,持有观察,C,markup,0.3129,watch,1,weak_bull,1.0,0.0,0.0,0.0,55.01,119.8,0.83
5,2017,2017-06-19,600480.SH,凌云股份,5305,unknown,空仓观望,D,no_signal,0.141,none,0,weak_bull,1.0,0.3,0.0423,0.0423,-19.65,11.22,26.85
6,2018,2018-07-05,600480.SH,凌云股份,5305,markdown,空仓观望,C,markdown,0.1671,none,0,weak_bull,1.0,1.0,0.1671,0.1671,-17.16,13.25,21.82
7,2020,2020-05-11,600480.SH,凌云股份,5305,markup,持有观察,C,markup,0.111,none,0,weak_bull,1.0,0.0,0.0,0.0,-14.75,33.71,28.01
8,2021,2021-04-17,600480.SH,凌云股份,5305,accumulation,观察等待,C,spring,0.1964,none,0,weak_bull,1.0,0.5,0.0982,0.0982,9.99,43.03,0.86
9,2022,2022-04-16,600480.SH,凌云股份,5305,markdown,空仓观望,C,markdown,0.1513,none,0,weak_bull,1.0,1.0,0.1513,0.1513,-4.38,22.87,16.91
10,2024,2024-07-06,600480.SH,凌云股份,5305,markdown,空仓观望,C,markdown,0.1846,none,0,weak_bull,1.0,1.0,0.1846,0.1846,12.02,38.86,23.83
1,2012,2012-04-05,600482.SH,中国动力,5093,unknown,空仓观望,D,no_signal,0.2113,watch,0,weak_bull,1.0,0.3,0.0634,0.0634,-21.11,14.79,23.26
2,2013,2013-07-12,600482.SH,中国动力,5093,markdown,空仓观望,D,markdown,0.1146,none,0,weak_bull,1.0,1.0,0.1146,0.1146,16.79,57.45,6.19
3,2015,2015-11-24,600482.SH,中国动力,5093,markup,持有观察,C,markup,0.1713,none,0,weak_bull,1.0,0.0,0.0,0.0,-25.1,27.29,30.38
4,2016,2016-06-25,600482.SH,中国动力,5093,unknown,空仓观望,D,no_signal,0.1581,none,1,weak_bull,1.0,0.3,0.0474,0.0474,-2.95,11.22,4.96
5,2017,2017-06-19,600482.SH,中国动力,5093,markdown,空仓观望,C,markdown,0.0833,none,0,weak_bull,1.0,1.0,0.0833,0.0833,-1.8,8.19,11.95
6,2018,2018-07-05,600482.SH,中国动力,5093,markdown,空仓观望,C,markdown,0.1147,none,0,weak_bull,1.0,1.0,0.1147,0.1147,24.24,33.22,8.93
7,2020,2020-05-11,600482.SH,中国动力,5093,unknown,空仓观望,D,no_signal,0.1999,none,1,weak_bull,1.0,0.3,0.06,0.06,2.11,33.98,5.85
8,2021,2021-04-17,600482.SH,中国动力,5093,accumulation,观察等待,C,spring,0.3253,watch,1,weak_bull,1.0,0.5,0.1626,0.1626,5.55,27.21,6.91
9,2022,2022-04-16,600482.SH,中国动力,5093,markdown,空仓观望,B,markdown,0.1813,none,0,weak_bull,1.0,1.0,0.1813,0.1813,-1.58,23.03,17.35
10,2024,2024-07-06,600482.SH,中国动力,5093,unknown,空仓观望,D,no_signal,0.1584,none,0,weak_bull,1.0,0.3,0.0475,0.0475,18.38,43.55,0.05
1,2012,2012-04-05,600478.SH,科力远,5226,markup,持有观察,C,markup,0.2165,watch,0,weak_bull,1.0,0.0,0.0,0.0,-14.06,49.38,17.8
2,2013,2013-07-12,600478.SH,科力远,5226,markdown,空仓观望,D,markdown,0.1424,none,0,weak_bull,1.0,1.0,0.1424,0.1424,28.13,38.54,5.26
3,2015,2015-11-24,600478.SH,科力远,5226,markup,持有观察,C,markup,0.1079,none,0,weak_bull,1.0,0.0,0.0,0.0,-27.97,12.52,37.85
4,2016,2016-06-25,600478.SH,科力远,5226,markdown,空仓观望,D,markdown,0.1252,none,0,weak_bull,1.0,1.0,0.1252,0.1252,-13.47,9.5,19.34
5,2017,2017-06-19,600478.SH,科力远,5226,markup,持有观察,C,markup,0.1379,none,0,weak_bull,1.0,0.0,0.0,0.0,-16.95,13.07,21.81
6,2018,2018-07-05,600478.SH,科力远,5226,markdown,空仓观望,C,markdown,0.181,none,0,weak_bull,1.0,1.0,0.181,0.181,-19.59,11.34,28.66
7,2020,2020-05-11,600478.SH,科力远,5226,unknown,空仓观望,D,no_signal,0.1936,none,0,weak_bull,1.0,0.3,0.0581,0.0581,9.39,29.7,7.61
8,2021,2021-04-17,600478.SH,科力远,5226,unknown,空仓观望,D,no_signal,0.1112,none,0,weak_bull,1.0,0.3,0.0334,0.0334,70.95,117.74,4.11
9,2022,2022-04-16,600478.SH,科力远,5226,unknown,空仓观望,D,no_signal,0.2314,watch,0,weak_bull,1.0,0.3,0.0694,0.0694,46.96,81.91,24.52
10,2024,2024-07-06,600478.SH,科力远,5226,markdown,空仓观望,C,markdown,0.1541,none,0,weak_bull,1.0,1.0,0.1541,0.1541,11.62,39.19,17.84
1,2012,2012-04-05,600481.SH,双良节能,5406,unknown,空仓观望,D,no_signal,0.1848,none,0,weak_bull,1.0,0.3,0.0554,0.0554,-23.75,16.05,25.55
2,2013,2013-07-12,600481.SH,双良节能,5406,unknown,空仓观望,D,no_signal,0.1664,none,0,weak_bull,1.0,0.3,0.0499,0.0499,31.79,48.23,5.6
3,2015,2015-11-24,600481.SH,双良节能,5406,markup,轻仓试探,C,markup,0.2702,watch,0,weak_bull,1.0,0.0,0.0,0.0,-49.69,3.64,54.48
4,2016,2016-06-25,600481.SH,双良节能,5406,markdown,空仓观望,C,markdown,0.4215,warning,1,weak_bull,1.0,1.0,0.4215,0.4215,27.75,32.25,1.62
5,2017,2017-06-19,600481.SH,双良节能,5406,markdown,空仓观望,C,markdown,0.0823,none,0,weak_bull,1.0,1.0,0.0823,0.0823,-25.59,1.45,27.77
6,2018,2018-07-05,600481.SH,双良节能,5406,markdown,空仓观望,B,markdown,0.2015,watch,0,weak_bull,1.0,1.0,0.2015,0.2015,12.12,36.36,1.01
7,2020,2020-05-11,600481.SH,双良节能,5406,accumulation,观察等待,C,spring,0.2247,watch,0,weak_bull,1.0,0.5,0.1124,0.1124,34.67,119.0,6.0
8,2021,2021-04-17,600481.SH,双良节能,5406,markup,持有观察,C,markup,0.0894,none,0,weak_bull,1.0,0.0,0.0,0.0,116.15,164.39,9.52
9,2022,2022-04-16,600481.SH,双良节能,5406,markdown,空仓观望,C,markdown,0.1325,none,0,weak_bull,1.0,1.0,0.1325,0.1325,68.62,95.99,12.9
10,2024,2024-07-06,600481.SH,双良节能,5406,markdown,空仓观望,C,markdown,0.1149,none,0,weak_bull,1.0,1.0,0.1149,0.1149,23.04,86.8,22.6
1,2012,2012-04-05,600479.SH,千金药业,5313,accumulation,观察等待,C,spring,0.1749,none,0,weak_bull,1.0,0.5,0.0874,0.0874,15.55,26.87,5.51
2,2013,2013-07-12,600479.SH,千金药业,5313,markdown,空仓观望,D,markdown,0.1865,none,0,weak_bull,1.0,1.0,0.1865,0.1865,30.47,39.76,3.3
3,2015,2015-11-24,600479.SH,千金药业,5313,markup,持有观察,C,markup,0.2723,watch,0,weak_bull,1.0,0.0,0.0,0.0,-13.91,17.42,31.22
4,2016,2016-06-25,600479.SH,千金药业,5313,markup,持有观察,C,markup,0.2109,watch,1,weak_bull,1.0,0.0,0.0,0.0,-3.83,13.18,5.46
5,2017,2017-06-19,600479.SH,千金药业,5313,unknown,空仓观望,D,no_signal,0.1863,none,0,weak_bull,1.0,0.3,0.0559,0.0559,-5.21,11.96,10.98
6,2018,2018-07-05,600479.SH,千金药业,5313,markdown,空仓观望,C,markdown,0.0621,none,0,weak_bull,1.0,1.0,0.0621,0.0621,-22.4,6.9,26.7
7,2020,2020-05-11,600479.SH,千金药业,5313,markup,持有观察,C,markup,0.228,watch,0,weak_bull,1.0,0.0,0.0,0.0,1.58,21.87,2.37
8,2021,2021-04-17,600479.SH,千金药业,5313,accumulation,空仓观望,D,accumulation,0.1756,none,0,weak_bull,1.0,0.5,0.0878,0.0878,-6.2,5.67,14.87
9,2022,2022-04-16,600479.SH,千金药业,5313,markdown,空仓观望,C,markdown,0.1368,none,0,weak_bull,1.0,1.0,0.1368,0.1368,-9.61,6.72,20.15
10,2024,2024-07-06,600479.SH,千金药业,5313,markdown,空仓观望,C,markdown,0.1326,none,0,weak_bull,1.0,1.0,0.1326,0.1326,-1.26,34.85,12.33
1,2012,2012-04-05,600483.SH,福能股份,5186,markdown,空仓观望,C,markdown,0.2997,watch,0,weak_bull,1.0,1.0,0.2997,0.2997,-5.67,30.85,24.11
2,2013,2013-07-12,600483.SH,福能股份,5186,markdown,空仓观望,C,markdown,0.1559,none,0,weak_bull,1.0,1.0,0.1559,0.1559,58.74,102.11,6.32
3,2015,2015-11-24,600483.SH,福能股份,5186,markup,持有观察,C,markup,0.2213,watch,1,weak_bull,1.0,0.0,0.0,0.0,-42.07,5.32,44.9
4,2016,2016-06-25,600483.SH,福能股份,5186,unknown,空仓观望,D,no_signal,0.3668,watch,1,weak_bull,1.0,0.3,0.11,0.11,-0.62,13.82,1.86
5,2017,2017-06-19,600483.SH,福能股份,5186,accumulation,观察等待,C,spring,0.2036,watch,0,weak_bull,1.0,0.5,0.1018,0.1018,-25.17,2.18,27.25
6,2018,2018-07-05,600483.SH,福能股份,5186,markdown,空仓观望,C,markdown,0.1056,none,0,weak_bull,1.0,1.0,0.1056,0.1056,25.18,37.41,1.47
7,2020,2020-05-11,600483.SH,福能股份,5186,markdown,空仓观望,C,markdown,0.1648,none,0,weak_bull,1.0,1.0,0.1648,0.1648,1.32,28.63,6.07
8,2021,2021-04-17,600483.SH,福能股份,5186,unknown,空仓观望,D,no_signal,0.1285,none,0,weak_bull,1.0,0.3,0.0386,0.0386,60.02,113.61,1.9
9,2022,2022-04-16,600483.SH,福能股份,5186,markdown,空仓观望,C,markdown,0.2195,watch,0,weak_bull,1.0,1.0,0.2195,0.2195,0.9,31.65,5.24
10,2024,2024-07-06,600483.SH,福能股份,5186,markup,持有观察,C,markup,0.6106,danger,1,weak_bull,1.0,0.0,0.0,0.0,-17.87,0.49,26.77
1,2012,2012-04-05,600491.SH,龙元建设,5267,markup,持有观察,C,markup,0.2958,watch,1,weak_bull,1.0,0.0,0.0,0.0,-31.84,8.67,32.88
2,2013,2013-07-12,600491.SH,龙元建设,5267,markdown,空仓观望,D,markdown,0.1925,none,0,weak_bull,1.0,1.0,0.1925,0.1925,-8.15,16.85,8.42
3,2015,2015-11-24,600491.SH,龙元建设,5267,unknown,空仓观望,D,no_signal,0.2142,watch,0,weak_bull,1.0,0.3,0.0643,0.0643,-32.44,1.64,47.06
4,2016,2016-06-25,600491.SH,龙元建设,5267,markup,持有观察,C,markup,0.304,watch,1,weak_bull,1.0,0.0,0.0,0.0,30.38,78.35,1.11
5,2017,2017-06-19,600491.SH,龙元建设,5267,unknown,空仓观望,D,no_signal,0.1184,none,0,weak_bull,1.0,0.3,0.0355,0.0355,-1.49,12.13,10.17
6,2018,2018-07-05,600491.SH,龙元建设,5267,markdown,空仓观望,B,markdown,0.1865,none,0,weak_bull,1.0,1.0,0.1865,0.1865,2.42,33.13,14.07
7,2020,2020-05-11,600491.SH,龙元建设,5267,markup,持有观察,C,markup,0.0829,none,0,weak_bull,1.0,0.0,0.0,0.0,-18.2,6.56,23.28
8,2021,2021-04-17,600491.SH,龙元建设,5267,accumulation,观察等待,C,spring,0.0769,none,0,weak_bull,1.0,0.5,0.0384,0.0384,28.71,32.42,21.29
9,2022,2022-04-16,600491.SH,龙元建设,5267,unknown,空仓观望,D,no_signal,0.2033,watch,0,weak_bull,1.0,0.3,0.061,0.061,-3.01,36.11,17.52
10,2024,2024-07-06,600491.SH,龙元建设,5267,unknown,空仓观望,D,no_signal,0.211,watch,0,weak_bull,1.0,0.3,0.0633,0.0633,43.85,76.54,7.69
1,2012,2012-04-05,600486.SH,扬农化工,5776,unknown,空仓观望,D,no_signal,0.2164,watch,0,weak_bull,1.0,0.3,0.0649,0.0649,30.48,60.82,0.4
2,2013,2013-07-12,600486.SH,扬农化工,5776,markup,持有观察,C,markup,0.0905,none,0,weak_bull,1.0,0.0,0.0,0.0,-21.22,13.89,26.74
3,2015,2015-11-24,600486.SH,扬农化工,5776,markup,持有观察,C,markup,0.098,none,0,weak_bull,1.0,0.0,0.0,0.0,-21.33,5.26,34.79
4,2016,2016-06-25,600486.SH,扬农化工,5776,markup,持有观察,C,markup,0.1619,none,1,weak_bull,1.0,0.0,0.0,0.0,37.42,41.06,1.01
5,2017,2017-06-19,600486.SH,扬农化工,5776,distribution,空仓观望,C,distribution,0.1114,none,0,weak_bull,1.0,0.0,0.0,0.0,19.16,26.73,3.5
6,2018,2018-07-05,600486.SH,扬农化工,5776,markdown,空仓观望,C,markdown,0.2068,watch,0,weak_bull,1.0,1.0,0.2068,0.2068,-30.27,15.68,35.44
7,2020,2020-05-11,600486.SH,扬农化工,5776,markup,持有观察,C,markup,0.1026,none,0,weak_bull,1.0,0.0,0.0,0.0,33.13,33.47,2.51
8,2021,2021-04-17,600486.SH,扬农化工,5776,markdown,空仓观望,C,markdown,0.1558,none,0,weak_bull,1.0,1.0,0.1558,0.1558,-2.04,18.39,13.61
9,2022,2022-04-16,600486.SH,扬农化工,5776,unknown,空仓观望,D,no_signal,0.2388,watch,0,weak_bull,1.0,0.3,0.0716,0.0716,-13.42,25.29,17.27
10,2024,2024-07-06,600486.SH,扬农化工,5776,markdown,空仓观望,B,markdown,0.207,watch,0,weak_bull,1.0,1.0,0.207,0.207,4.97,23.71,16.34
1,2012,2012-04-05,600490.SH,鹏欣资源,4996,markup,持有观察,C,markup,0.0619,none,0,weak_bull,1.0,0.0,0.0,0.0,-60.87,8.87,62.86
2,2013,2013-07-12,600490.SH,鹏欣资源,4996,markdown,空仓观望,C,markdown,0.1145,none,0,weak_bull,1.0,1.0,0.1145,0.1145,8.86,35.44,6.43
3,2015,2015-11-24,600490.SH,鹏欣资源,4996,markdown,空仓观望,B,markdown,0.1183,none,0,weak_bull,1.0,1.0,0.1183,0.1183,27.23,42.21,4.54
4,2016,2016-06-25,600490.SH,鹏欣资源,4996,markup,持有观察,D,markup,0.11,none,0,weak_bull,1.0,0.0,0.0,0.0,0.91,21.82,3.25
5,2017,2017-06-19,600490.SH,鹏欣资源,4996,unknown,空仓观望,D,no_signal,0.3365,watch,1,weak_bull,1.0,0.3,0.101,0.101,18.08,50.57,11.25
6,2018,2018-07-05,600490.SH,鹏欣资源,4996,unknown,空仓观望,D,no_signal,0.2888,watch,1,weak_bull,1.0,0.3,0.0866,0.0866,-26.99,-10.03,53.75
7,2020,2020-05-11,600490.SH,鹏欣资源,4996,markdown,空仓观望,C,markdown,0.1671,none,0,weak_bull,1.0,1.0,0.1671,0.1671,7.0,52.77,11.66
8,2021,2021-04-17,600490.SH,鹏欣资源,4996,unknown,空仓观望,D,no_signal,0.2742,watch,0,weak_bull,1.0,0.3,0.0823,0.0823,28.54,123.98,10.31
9,2022,2022-04-16,600490.SH,鹏欣资源,4996,markdown,空仓观望,C,markdown,0.2336,watch,1,weak_bull,1.0,1.0,0.2336,0.2336,-22.01,2.39,26.32
10,2024,2024-07-06,600490.SH,鹏欣资源,4996,markdown,空仓观望,C,markdown,0.1915,none,0,weak_bull,1.0,1.0,0.1915,0.1915,25.57,67.94,22.14
1,2012,2012-04-05,600497.SH,驰宏锌锗,5063,markdown,空仓观望,C,markdown,0.2474,watch,0,weak_bull,1.0,1.0,0.2474,0.2474,-12.48,14.41,17.39
2,2013,2013-07-12,600497.SH,驰宏锌锗,5063,markdown,空仓观望,D,markdown,0.1227,none,0,weak_bull,1.0,1.0,0.1227,0.1227,-7.53,19.81,10.42
3,2015,2015-11-24,600497.SH,驰宏锌锗,5063,markup,持有观察,C,markup,0.2576,watch,0,weak_bull,1.0,0.0,0.0,0.0,-15.13,18.7,28.29
4,2016,2016-06-25,600497.SH,驰宏锌锗,5063,unknown,空仓观望,D,no_signal,0.2308,watch,0,weak_bull,1.0,0.3,0.0692,0.0692,-25.38,35.11,46.34
5,2017,2017-06-19,600497.SH,驰宏锌锗,5063,unknown,空仓观望,D,no_signal,0.2613,watch,0,weak_bull,1.0,0.3,0.0784,0.0784,15.87,47.93,3.8
6,2018,2018-07-05,600497.SH,驰宏锌锗,5063,markdown,空仓观望,B,markdown,0.2105,watch,0,weak_bull,1.0,1.0,0.2105,0.2105,-15.98,9.63,20.29
7,2020,2020-05-11,600497.SH,驰宏锌锗,5063,unknown,空仓观望,D,no_signal,0.1404,none,0,weak_bull,1.0,0.3,0.0421,0.0421,13.92,34.94,4.26
8,2021,2021-04-17,600497.SH,驰宏锌锗,5063,unknown,空仓观望,D,no_signal,0.0431,none,0,weak_bull,1.0,0.3,0.0129,0.0129,25.05,33.33,12.42
9,2022,2022-04-16,600497.SH,驰宏锌锗,5063,unknown,空仓观望,D,no_signal,0.161,none,1,weak_bull,1.0,0.3,0.0483,0.0483,-9.03,6.81,22.15
10,2024,2024-07-06,600497.SH,驰宏锌锗,5063,unknown,空仓观望,D,no_signal,0.0546,none,0,weak_bull,1.0,0.3,0.0164,0.0164,0.54,24.91,18.77
1,2012,2012-04-05,600495.SH,晋西车轴,5255,unknown,空仓观望,D,no_signal,0.4009,warning,1,weak_bull,1.0,0.3,0.1203,0.1203,-0.94,32.14,19.86
2,2013,2013-07-12,600495.SH,晋西车轴,5255,unknown,空仓观望,D,no_signal,0.1125,none,0,weak_bull,1.0,0.3,0.0338,0.0338,15.58,43.87,1.25
3,2015,2015-11-24,600495.SH,晋西车轴,5255,markup,持有观察,C,markup,0.2498,watch,0,weak_bull,1.0,0.0,0.0,0.0,-45.59,2.19,47.21
4,2016,2016-06-25,600495.SH,晋西车轴,5255,unknown,空仓观望,D,no_signal,0.4258,warning,1,weak_bull,1.0,0.3,0.1277,0.1277,4.14,21.26,2.28
5,2017,2017-06-19,600495.SH,晋西车轴,5255,markdown,空仓观望,C,markdown,0.0494,none,0,weak_bull,1.0,1.0,0.0494,0.0494,-2.51,13.42,5.01
6,2018,2018-07-05,600495.SH,晋西车轴,5255,unknown,空仓观望,D,no_signal,0.1388,none,0,weak_bull,1.0,0.3,0.0416,0.0416,6.48,41.19,8.81
7,2020,2020-05-11,600495.SH,晋西车轴,5255,markdown,空仓观望,C,markdown,0.1151,none,0,weak_bull,1.0,1.0,0.1151,0.1151,-8.64,20.56,12.15
8,2021,2021-04-17,600495.SH,晋西车轴,5255,unknown,空仓观望,D,no_signal,0.3236,watch,0,weak_bull,1.0,0.3,0.0971,0.0971,-8.44,1.53,14.83
9,2022,2022-04-16,600495.SH,晋西车轴,5255,markup,持有观察,C,markup,0.071,none,0,weak_bull,1.0,0.0,0.0,0.0,-6.72,27.91,19.9
10,2024,2024-07-06,600495.SH,晋西车轴,5255,markdown,空仓观望,B,markdown,0.1715,none,0,weak_bull,1.0,1.0,0.1715,0.1715,18.75,37.19,6.88
1,2012,2012-04-05,600496.SH,精工钢构,5709,markdown,空仓观望,C,markdown,0.1816,none,0,weak_bull,1.0,1.0,0.1816,0.1816,-23.35,18.84,24.65
2,2013,2013-07-12,600496.SH,精工钢构,5709,markdown,空仓观望,C,markdown,0.1059,none,0,weak_bull,1.0,1.0,0.1059,0.1059,0.89,33.33,4.3
3,2015,2015-11-24,600496.SH,精工钢构,5709,markup,持有观察,C,markup,0.2314,watch,0,weak_bull,1.0,0.0,0.0,0.0,-35.68,2.14,37.83
4,2016,2016-06-25,600496.SH,精工钢构,5709,markdown,空仓观望,B,markdown,0.3063,watch,1,weak_bull,1.0,1.0,0.3063,0.3063,4.84,20.34,0.97
5,2017,2017-06-19,600496.SH,精工钢构,5709,markup,持有观察,C,markup,0.0673,none,0,weak_bull,1.0,0.0,0.0,0.0,-16.4,25.2,18.4
6,2018,2018-07-05,600496.SH,精工钢构,5709,markdown,空仓观望,B,markdown,0.1475,none,0,weak_bull,1.0,1.0,0.1475,0.1475,-10.62,15.07,13.7
7,2020,2020-05-11,600496.SH,精工钢构,5709,markdown,空仓观望,C,markdown,0.4874,warning,1,weak_bull,1.0,1.0,0.4874,0.4874,58.21,113.54,11.24
8,2021,2021-04-17,600496.SH,精工钢构,5709,markdown,空仓观望,C,markdown,0.1005,none,0,weak_bull,1.0,1.0,0.1005,0.1005,-23.76,3.37,27.72
9,2022,2022-04-16,600496.SH,精工钢构,5709,unknown,空仓观望,D,no_signal,0.1148,none,0,weak_bull,1.0,0.3,0.0344,0.0344,-8.55,5.13,19.23
10,2024,2024-07-06,600496.SH,精工钢构,5709,markdown,空仓观望,B,markdown,0.1297,none,0,weak_bull,1.0,1.0,0.1297,0.1297,22.76,39.43,6.91
1,2012,2012-04-05,600493.SH,凤竹纺织,5292,markdown,空仓观望,C,markdown,0.167,none,0,weak_bull,1.0,1.0,0.167,0.167,-24.59,11.93,33.27
2,2013,2013-07-12,600493.SH,凤竹纺织,5292,markdown,空仓观望,C,markdown,0.1252,none,0,weak_bull,1.0,1.0,0.1252,0.1252,32.89,41.71,3.21
3,2015,2015-11-24,600493.SH,凤竹纺织,5292,markup,持有观察,C,markup,0.2075,watch,0,weak_bull,1.0,0.0,0.0,0.0,-17.65,13.59,39.54
4,2016,2016-06-25,600493.SH,凤竹纺织,5292,markdown,空仓观望,C,markdown,0.2192,watch,0,weak_bull,1.0,1.0,0.2192,0.2192,29.62,38.37,6.51
5,2017,2017-06-19,600493.SH,凤竹纺织,5292,markdown,空仓观望,C,markdown,0.1454,none,0,weak_bull,1.0,1.0,0.1454,0.1454,-22.85,14.91,25.33
6,2018,2018-07-05,600493.SH,凤竹纺织,5292,markdown,空仓观望,C,markdown,0.2047,watch,0,weak_bull,1.0,1.0,0.2047,0.2047,-0.63,14.92,33.33
7,2020,2020-05-11,600493.SH,凤竹纺织,5292,markdown,空仓观望,C,markdown,0.1682,none,0,weak_bull,1.0,1.0,0.1682,0.1682,17.23,38.81,3.96
8,2021,2021-04-17,600493.SH,凤竹纺织,5292,markup,持有观察,C,markup,0.1377,none,0,weak_bull,1.0,0.0,0.0,0.0,5.09,7.44,13.7
9,2022,2022-04-16,600493.SH,凤竹纺织,5292,unknown,空仓观望,D,no_signal,0.1337,none,0,weak_bull,1.0,0.3,0.0401,0.0401,-11.41,16.11,19.97
10,2024,2024-07-06,600493.SH,凤竹纺织,5292,markdown,空仓观望,C,markdown,0.1299,none,0,weak_bull,1.0,1.0,0.1299,0.1299,18.31,43.48,8.47
1,2012,2012-04-05,600489.SH,中金黄金,5432,markdown,空仓观望,C,markdown,0.2647,watch,0,weak_bull,1.0,1.0,0.2647,0.2647,-19.33,18.99,32.96
2,2013,2013-07-12,600489.SH,中金黄金,5432,markdown,空仓观望,C,markdown,0.1251,none,0,weak_bull,1.0,1.0,0.1251,0.1251,-16.13,17.8,17.8
3,2015,2015-11-24,600489.SH,中金黄金,5432,unknown,空仓观望,D,no_signal,0.2394,watch,0,weak_bull,1.0,0.3,0.0718,0.0718,-3.98,27.68,20.33
4,2016,2016-06-25,600489.SH,中金黄金,5432,unknown,空仓观望,D,no_signal,0.0808,none,0,weak_bull,1.0,0.3,0.0242,0.0242,2.76,39.21,3.11
