cycle_id,cycle_year,as_of_date,symbol,name,data_rows,wyckoff_phase,wyckoff_direction,wyckoff_confidence,wyckoff_signal_type,lppl_score,lppl_level,n_danger_layers,regime,regime_weight,phase_weight,fusion_score,fusion_score_regime,future_return_pct,future_max_gain_pct,future_max_dd_pct
5,2017,2017-06-19,600489.SH,中金黄金,5432,markdown,空仓观望,B,markdown,0.1392,none,0,weak_bull,1.0,1.0,0.1392,0.1392,-4.28,20.1,8.86
6,2018,2018-07-05,600489.SH,中金黄金,5432,markdown,空仓观望,C,markdown,0.1835,none,0,weak_bull,1.0,1.0,0.1835,0.1835,20.75,30.04,7.69
7,2020,2020-05-11,600489.SH,中金黄金,5432,unknown,空仓观望,D,no_signal,0.158,none,0,weak_bull,1.0,0.3,0.0474,0.0474,17.37,49.1,2.04
8,2021,2021-04-17,600489.SH,中金黄金,5432,unknown,空仓观望,D,no_signal,0.1852,none,0,weak_bull,1.0,0.3,0.0556,0.0556,2.22,19.98,8.76
9,2022,2022-04-16,600489.SH,中金黄金,5432,unknown,空仓观望,D,no_signal,0.0906,none,0,weak_bull,1.0,0.3,0.0272,0.0272,-9.43,1.33,18.74
10,2024,2024-07-06,600489.SH,中金黄金,5432,unknown,空仓观望,D,no_signal,0.0446,none,0,weak_bull,1.0,0.3,0.0134,0.0134,-26.47,14.0,27.51
1,2012,2012-04-05,600487.SH,亨通光电,5331,unknown,空仓观望,D,no_signal,0.3218,watch,0,weak_bull,1.0,0.3,0.0965,0.0965,5.42,18.09,11.09
2,2013,2013-07-12,600487.SH,亨通光电,5331,unknown,空仓观望,D,no_signal,0.3499,watch,1,weak_bull,1.0,0.3,0.105,0.105,-1.88,22.95,14.97
3,2015,2015-11-24,600487.SH,亨通光电,5331,unknown,空仓观望,D,no_signal,0.0768,none,0,weak_bull,1.0,0.3,0.023,0.023,-9.15,24.45,30.53
4,2016,2016-06-25,600487.SH,亨通光电,5331,unknown,空仓观望,D,no_signal,0.3324,watch,0,weak_bull,1.0,0.3,0.0997,0.0997,57.32,98.03,1.56
5,2017,2017-06-19,600487.SH,亨通光电,5331,unknown,空仓观望,D,no_signal,0.1779,none,0,weak_bull,1.0,0.3,0.0534,0.0534,70.54,87.33,0.4
6,2018,2018-07-05,600487.SH,亨通光电,5331,markdown,空仓观望,B,markdown,0.2343,watch,1,weak_bull,1.0,1.0,0.2343,0.2343,-13.01,29.13,19.13
7,2020,2020-05-11,600487.SH,亨通光电,5331,unknown,空仓观望,D,no_signal,0.4653,warning,1,weak_bull,1.0,0.3,0.1396,0.1396,-14.33,9.89,20.0
8,2021,2021-04-17,600487.SH,亨通光电,5331,markdown,空仓观望,C,markdown,0.1878,none,0,weak_bull,1.0,1.0,0.1878,0.1878,20.13,25.31,9.53
9,2022,2022-04-16,600487.SH,亨通光电,5331,markdown,空仓观望,B,markdown,0.1966,none,0,weak_bull,1.0,1.0,0.1966,0.1966,75.69,81.59,16.89
10,2024,2024-07-06,600487.SH,亨通光电,5331,unknown,空仓观望,D,no_signal,0.175,none,0,weak_bull,1.0,0.3,0.0525,0.0525,11.82,26.3,20.91
1,2012,2012-04-05,600488.SH,津药药业,5884,markup,持有观察,C,markup,0.2202,watch,0,weak_bull,1.0,0.0,0.0,0.0,-13.8,7.16,18.06
2,2013,2013-07-12,600488.SH,津药药业,5884,markdown,空仓观望,D,markdown,0.1157,none,0,weak_bull,1.0,1.0,0.1157,0.1157,-2.85,21.62,3.8
3,2015,2015-11-24,600488.SH,津药药业,5884,markup,持有观察,C,markup,0.1777,none,0,weak_bull,1.0,0.0,0.0,0.0,-16.69,4.24,29.82
4,2016,2016-06-25,600488.SH,津药药业,5884,unknown,空仓观望,D,no_signal,0.1324,none,0,weak_bull,1.0,0.3,0.0397,0.0397,6.91,19.17,1.21
5,2017,2017-06-19,600488.SH,津药药业,5884,unknown,空仓观望,D,no_signal,0.1462,none,0,weak_bull,1.0,0.3,0.0439,0.0439,-9.83,6.68,12.99
6,2018,2018-07-05,600488.SH,津药药业,5884,markdown,空仓观望,C,markdown,0.1039,none,0,weak_bull,1.0,1.0,0.1039,0.1039,-4.85,7.65,12.5
7,2020,2020-05-11,600488.SH,津药药业,5884,unknown,空仓观望,D,no_signal,0.2382,watch,0,weak_bull,1.0,0.3,0.0715,0.0715,12.05,31.47,5.36
8,2021,2021-04-17,600488.SH,津药药业,5884,distribution,空仓观望,C,distribution,-0.1363,none,0,weak_bull,1.0,0.0,-0.0,-0.0,-16.24,7.92,20.79
9,2022,2022-04-16,600488.SH,津药药业,5884,unknown,空仓观望,D,no_signal,0.1528,none,0,weak_bull,1.0,0.3,0.0458,0.0458,-2.0,1.56,16.22
10,2024,2024-07-06,600488.SH,津药药业,5884,markdown,空仓观望,C,markdown,0.2245,watch,0,weak_bull,1.0,1.0,0.2245,0.2245,20.45,37.5,5.68
1,2012,2012-04-05,600498.SH,烽火通信,5892,unknown,空仓观望,D,no_signal,0.2072,watch,0,weak_bull,1.0,0.3,0.0622,0.0622,-17.27,6.49,21.7
2,2013,2013-07-12,600498.SH,烽火通信,5892,markdown,空仓观望,D,markdown,0.159,none,0,weak_bull,1.0,1.0,0.159,0.159,-10.8,29.24,11.69
3,2015,2015-11-24,600498.SH,烽火通信,5892,markup,持有观察,C,markup,0.2296,watch,1,weak_bull,1.0,0.0,0.0,0.0,-17.71,14.6,31.88
4,2016,2016-06-25,600498.SH,烽火通信,5892,unknown,空仓观望,D,no_signal,0.4149,warning,1,weak_bull,1.0,0.3,0.1245,0.1245,5.21,29.52,1.05
5,2017,2017-06-19,600498.SH,烽火通信,5892,unknown,空仓观望,D,no_signal,0.1165,none,0,weak_bull,1.0,0.3,0.035,0.035,30.82,55.91,5.36
6,2018,2018-07-05,600498.SH,烽火通信,5892,unknown,空仓观望,D,no_signal,0.1695,none,1,weak_bull,1.0,0.3,0.0508,0.0508,16.3,34.56,2.94
7,2020,2020-05-11,600498.SH,烽火通信,5892,unknown,空仓观望,D,no_signal,0.2609,watch,0,weak_bull,1.0,0.3,0.0783,0.0783,-28.96,1.09,37.53
8,2021,2021-04-17,600498.SH,烽火通信,5892,markdown,空仓观望,B,markdown,0.2863,watch,0,weak_bull,1.0,1.0,0.2863,0.2863,-0.92,16.69,9.02
9,2022,2022-04-16,600498.SH,烽火通信,5892,markdown,空仓观望,B,markdown,0.1877,none,0,weak_bull,1.0,1.0,0.1877,0.1877,-5.38,8.63,14.01
10,2024,2024-07-06,600498.SH,烽火通信,5892,markdown,空仓观望,C,markdown,0.4097,warning,1,weak_bull,1.0,1.0,0.4097,0.4097,26.69,39.52,11.59
1,2012,2012-04-05,600503.SH,华丽家族,5408,markdown,空仓观望,D,markdown,0.1739,none,0,weak_bull,1.0,1.0,0.1739,0.1739,-32.75,7.25,40.87
2,2013,2013-07-12,600503.SH,华丽家族,5408,unknown,空仓观望,D,no_signal,0.1115,none,0,weak_bull,1.0,0.3,0.0334,0.0334,-26.41,11.46,27.38
3,2015,2015-11-24,600503.SH,华丽家族,5408,markup,持有观察,C,markup,0.3271,watch,1,weak_bull,1.0,0.0,0.0,0.0,-42.2,15.16,47.45
4,2016,2016-06-25,600503.SH,华丽家族,5408,markup,持有观察,C,markup,0.3687,watch,1,weak_bull,1.0,0.0,0.0,0.0,-5.98,25.37,7.78
5,2017,2017-06-19,600503.SH,华丽家族,5408,unknown,空仓观望,D,no_signal,0.1504,none,0,weak_bull,1.0,0.3,0.0451,0.0451,1.75,40.63,6.51
6,2018,2018-07-05,600503.SH,华丽家族,5408,markdown,空仓观望,C,markdown,0.1616,none,0,weak_bull,1.0,1.0,0.1616,0.1616,-17.57,18.38,22.16
7,2020,2020-05-11,600503.SH,华丽家族,5408,unknown,空仓观望,D,no_signal,0.1467,none,0,weak_bull,1.0,0.3,0.044,0.044,12.99,53.17,1.21
8,2021,2021-04-17,600503.SH,华丽家族,5408,markdown,空仓观望,C,markdown,0.2119,watch,0,weak_bull,1.0,1.0,0.2119,0.2119,-12.05,3.56,14.25
9,2022,2022-04-16,600503.SH,华丽家族,5408,markup,持有观察,C,markup,0.1043,none,0,weak_bull,1.0,0.0,0.0,0.0,-14.29,1.52,25.23
10,2024,2024-07-06,600503.SH,华丽家族,5408,markdown,空仓观望,C,markdown,0.1961,none,0,weak_bull,1.0,1.0,0.1961,0.1961,44.44,134.44,8.89
1,2012,2012-04-05,600499.SH,科达制造,5436,markdown,空仓观望,C,markdown,0.1897,none,0,weak_bull,1.0,1.0,0.1897,0.1897,-7.11,17.66,16.2
2,2013,2013-07-12,600499.SH,科达制造,5436,markdown,空仓观望,C,markdown,0.0615,none,0,weak_bull,1.0,1.0,0.0615,0.0615,55.91,97.77,-3.69
3,2015,2015-11-24,600499.SH,科达制造,5436,markdown,空仓观望,B,markdown,0.0845,none,0,weak_bull,1.0,1.0,0.0845,0.0845,-34.84,2.37,47.3
4,2016,2016-06-25,600499.SH,科达制造,5436,markup,持有观察,C,markup,0.0562,none,0,weak_bull,1.0,0.0,0.0,0.0,-51.26,8.59,54.45
5,2017,2017-06-19,600499.SH,科达制造,5436,accumulation,观察等待,C,spring,0.2523,watch,1,weak_bull,1.0,0.5,0.1262,0.1262,34.43,91.33,1.45
6,2018,2018-07-05,600499.SH,科达制造,5436,markdown,空仓观望,C,markdown,0.2122,watch,0,weak_bull,1.0,1.0,0.2122,0.2122,-36.88,2.97,40.31
7,2020,2020-05-11,600499.SH,科达制造,5436,markdown,空仓观望,B,markdown,0.128,none,0,weak_bull,1.0,1.0,0.128,0.128,9.13,19.47,6.25
8,2021,2021-04-17,600499.SH,科达制造,5436,markup,持有观察,D,markup,0.1394,none,0,weak_bull,1.0,0.0,0.0,0.0,95.9,127.69,7.69
9,2022,2022-04-16,600499.SH,科达制造,5436,markdown,空仓观望,B,markdown,0.3495,watch,0,weak_bull,1.0,1.0,0.3495,0.3495,9.43,60.53,23.51
10,2024,2024-07-06,600499.SH,科达制造,5436,markdown,空仓观望,C,markdown,0.1934,none,0,weak_bull,1.0,1.0,0.1934,0.1934,0.52,23.2,16.62
1,2012,2012-04-05,600502.SH,安徽建工,5408,unknown,空仓观望,D,no_signal,0.2403,watch,1,weak_bull,1.0,0.3,0.0721,0.0721,-29.4,7.47,29.54
2,2013,2013-07-12,600502.SH,安徽建工,5408,markdown,空仓观望,C,markdown,0.1113,none,0,weak_bull,1.0,1.0,0.1113,0.1113,17.44,37.35,6.69
3,2015,2015-11-24,600502.SH,安徽建工,5408,unknown,空仓观望,D,no_signal,0.222,watch,0,weak_bull,1.0,0.3,0.0666,0.0666,-23.48,9.66,48.43
4,2016,2016-06-25,600502.SH,安徽建工,5408,markdown,空仓观望,D,markdown,0.1883,none,0,weak_bull,1.0,1.0,0.1883,0.1883,34.02,52.95,1.92
5,2017,2017-06-19,600502.SH,安徽建工,5408,markdown,空仓观望,C,markdown,0.1523,none,0,weak_bull,1.0,1.0,0.1523,0.1523,-2.48,22.07,7.59
6,2018,2018-07-05,600502.SH,安徽建工,5408,markdown,空仓观望,C,markdown,0.1402,none,0,weak_bull,1.0,1.0,0.1402,0.1402,-8.25,19.85,14.69
7,2020,2020-05-11,600502.SH,安徽建工,5408,unknown,空仓观望,D,no_signal,0.3075,watch,0,weak_bull,1.0,0.3,0.0922,0.0922,-1.0,33.42,8.23
8,2021,2021-04-17,600502.SH,安徽建工,5408,markup,持有观察,C,markup,0.0892,none,0,weak_bull,1.0,0.0,0.0,0.0,-6.75,12.75,8.0
9,2022,2022-04-16,600502.SH,安徽建工,5408,markup,持有观察,D,markup,0.0574,none,0,weak_bull,1.0,0.0,0.0,0.0,-6.24,58.9,11.01
10,2024,2024-07-06,600502.SH,安徽建工,5408,markdown,空仓观望,C,markdown,0.009,none,0,weak_bull,1.0,1.0,0.009,0.009,11.42,24.48,10.96
1,2012,2012-04-05,600507.SH,方大特钢,5376,unknown,空仓观望,D,no_signal,0.2189,watch,0,weak_bull,1.0,0.3,0.0657,0.0657,-19.28,10.99,24.22
2,2013,2013-07-12,600507.SH,方大特钢,5376,markdown,空仓观望,D,markdown,0.2554,watch,1,weak_bull,1.0,1.0,0.2554,0.2554,-5.28,19.17,7.22
3,2015,2015-11-24,600507.SH,方大特钢,5376,markup,持有观察,C,markup,0.1837,none,0,weak_bull,1.0,0.0,0.0,0.0,-27.26,6.02,38.25
4,2016,2016-06-25,600507.SH,方大特钢,5376,markdown,空仓观望,C,markdown,0.3985,watch,1,weak_bull,1.0,1.0,0.3985,0.3985,61.0,81.92,0.65
5,2017,2017-06-19,600507.SH,方大特钢,5376,markup,持有观察,C,markup,0.1428,none,0,weak_bull,1.0,0.0,0.0,0.0,95.96,130.82,1.21
6,2018,2018-07-05,600507.SH,方大特钢,5376,markdown,空仓观望,C,markdown,0.2561,watch,0,weak_bull,1.0,1.0,0.2561,0.2561,0.2,29.59,6.52
7,2020,2020-05-11,600507.SH,方大特钢,5376,markdown,空仓观望,C,markdown,0.0727,none,0,weak_bull,1.0,1.0,0.0727,0.0727,24.67,27.92,4.4
8,2021,2021-04-17,600507.SH,方大特钢,5376,markup,持有观察,C,markup,0.1382,none,0,weak_bull,1.0,0.0,0.0,0.0,-16.63,8.11,30.0
9,2022,2022-04-16,600507.SH,方大特钢,5376,markup,持有观察,C,markup,0.0613,none,0,weak_bull,1.0,0.0,0.0,0.0,-29.21,1.26,31.27
10,2024,2024-07-06,600507.SH,方大特钢,5376,markdown,空仓观望,C,markdown,0.1704,none,0,weak_bull,1.0,1.0,0.1704,0.1704,5.19,24.94,9.09
1,2012,2012-04-05,600501.SH,航天晨光,5972,markup,持有观察,C,markup,0.2802,watch,0,weak_bull,1.0,0.0,0.0,0.0,-24.67,10.48,25.9
2,2013,2013-07-12,600501.SH,航天晨光,5972,markdown,空仓观望,D,markdown,0.1151,none,0,weak_bull,1.0,1.0,0.1151,0.1151,34.84,73.62,2.54
3,2015,2015-11-24,600501.SH,航天晨光,5972,markup,持有观察,C,markup,0.0935,none,0,weak_bull,1.0,0.0,0.0,0.0,-38.44,4.32,41.05
4,2016,2016-06-25,600501.SH,航天晨光,5972,unknown,空仓观望,D,no_signal,0.2653,watch,1,weak_bull,1.0,0.3,0.0796,0.0796,3.51,16.25,5.55
5,2017,2017-06-19,600501.SH,航天晨光,5972,unknown,空仓观望,D,no_signal,0.049,none,0,weak_bull,1.0,0.3,0.0147,0.0147,-11.81,9.93,20.94
6,2018,2018-07-05,600501.SH,航天晨光,5972,markdown,空仓观望,C,markdown,0.1636,none,0,weak_bull,1.0,1.0,0.1636,0.1636,-16.28,12.41,20.97
7,2020,2020-05-11,600501.SH,航天晨光,5972,unknown,空仓观望,D,no_signal,0.2026,watch,0,weak_bull,1.0,0.3,0.0608,0.0608,11.95,63.22,4.6
8,2021,2021-04-17,600501.SH,航天晨光,5972,markdown,空仓观望,B,markdown,0.4119,warning,1,weak_bull,1.0,1.0,0.4119,0.4119,5.91,21.59,4.2
9,2022,2022-04-16,600501.SH,航天晨光,5972,markdown,空仓观望,C,markdown,0.2344,watch,0,weak_bull,1.0,1.0,0.2344,0.2344,0.0,24.93,24.02
10,2024,2024-07-06,600501.SH,航天晨光,5972,unknown,空仓观望,D,no_signal,0.2818,watch,0,weak_bull,1.0,0.3,0.0845,0.0845,27.57,78.55,20.53
1,2012,2012-04-05,600500.SH,中化国际,6252,unknown,空仓观望,D,no_signal,0.2444,watch,0,weak_bull,1.0,0.3,0.0733,0.0733,-18.34,10.9,22.07
2,2013,2013-07-12,600500.SH,中化国际,6252,unknown,空仓观望,D,no_signal,0.1923,none,0,weak_bull,1.0,0.3,0.0577,0.0577,40.4,56.0,4.2
3,2015,2015-11-24,600500.SH,中化国际,6252,markup,持有观察,C,markup,0.2735,watch,0,weak_bull,1.0,0.0,0.0,0.0,-30.66,5.68,38.19
4,2016,2016-06-25,600500.SH,中化国际,6252,markdown,空仓观望,C,markdown,0.4188,warning,1,weak_bull,1.0,1.0,0.4188,0.4188,39.41,52.82,-0.12
5,2017,2017-06-19,600500.SH,中化国际,6252,markdown,空仓观望,B,markdown,0.142,none,0,weak_bull,1.0,1.0,0.142,0.142,-9.93,15.93,11.58
6,2018,2018-07-05,600500.SH,中化国际,6252,markdown,空仓观望,D,markdown,0.1456,none,0,weak_bull,1.0,1.0,0.1456,0.1456,1.79,12.65,4.17
7,2020,2020-05-11,600500.SH,中化国际,6252,markdown,空仓观望,C,markdown,0.154,none,0,weak_bull,1.0,1.0,0.154,0.154,8.02,23.85,2.81
8,2021,2021-04-17,600500.SH,中化国际,6252,unknown,空仓观望,D,no_signal,0.0984,none,0,weak_bull,1.0,0.3,0.0295,0.0295,72.59,132.59,0.56
9,2022,2022-04-16,600500.SH,中化国际,6252,markdown,空仓观望,B,markdown,0.2403,watch,0,weak_bull,1.0,1.0,0.2403,0.2403,2.84,15.22,21.76
10,2024,2024-07-06,600500.SH,中化国际,6252,markdown,空仓观望,C,markdown,0.1233,none,0,weak_bull,1.0,1.0,0.1233,0.1233,15.52,45.11,4.6
1,2012,2012-04-05,600508.SH,上海能源,5939,unknown,空仓观望,D,no_signal,0.2604,watch,0,weak_bull,1.0,0.3,0.0781,0.0781,-18.03,12.55,24.23
2,2013,2013-07-12,600508.SH,上海能源,5939,markdown,空仓观望,D,markdown,0.1345,none,0,weak_bull,1.0,1.0,0.1345,0.1345,-9.85,30.86,9.85
3,2015,2015-11-24,600508.SH,上海能源,5939,unknown,空仓观望,D,no_signal,0.0468,none,0,weak_bull,1.0,0.3,0.014,0.014,-16.65,5.42,20.55
4,2016,2016-06-25,600508.SH,上海能源,5939,unknown,空仓观望,D,no_signal,0.3077,watch,1,weak_bull,1.0,0.3,0.0923,0.0923,19.62,35.79,0.45
5,2017,2017-06-19,600508.SH,上海能源,5939,distribution,空仓观望,C,distribution,0.0905,none,0,weak_bull,1.0,0.0,0.0,0.0,5.46,27.21,4.68
6,2018,2018-07-05,600508.SH,上海能源,5939,accumulation,观察等待,C,spring,0.4864,warning,1,weak_bull,1.0,0.5,0.2432,0.2432,-5.58,10.27,6.46
7,2020,2020-05-11,600508.SH,上海能源,5939,accumulation,观察等待,C,spring,0.204,watch,0,weak_bull,1.0,0.5,0.102,0.102,10.87,20.0,1.75
8,2021,2021-04-17,600508.SH,上海能源,5939,markup,持有观察,C,markup,0.151,none,0,weak_bull,1.0,0.0,0.0,0.0,33.33,49.25,9.41
9,2022,2022-04-16,600508.SH,上海能源,5939,unknown,空仓观望,D,no_signal,0.2087,watch,1,weak_bull,1.0,0.3,0.0626,0.0626,37.6,87.93,-9.26
10,2024,2024-07-06,600508.SH,上海能源,5939,accumulation,观察等待,C,spring,0.1142,none,0,weak_bull,1.0,0.5,0.0571,0.0571,-5.23,12.46,24.07
1,2012,2012-04-05,600506.SH,统一股份,5601,unknown,空仓观望,D,no_signal,0.226,watch,0,weak_bull,1.0,0.3,0.0678,0.0678,-4.46,25.56,8.93
2,2013,2013-07-12,600506.SH,统一股份,5601,accumulation,轻仓试探,B,spring,0.0341,none,0,weak_bull,1.0,0.5,0.017,0.017,-0.68,44.53,7.18
3,2015,2015-11-24,600506.SH,统一股份,5601,markup,持有观察,C,markup,0.1749,none,1,weak_bull,1.0,0.0,0.0,0.0,1.7,16.9,29.18
4,2016,2016-06-25,600506.SH,统一股份,5601,unknown,空仓观望,D,no_signal,0.2255,watch,0,weak_bull,1.0,0.3,0.0676,0.0676,28.58,78.27,1.72
5,2017,2017-06-19,600506.SH,统一股份,5601,unknown,空仓观望,D,no_signal,0.1713,none,0,weak_bull,1.0,0.3,0.0514,0.0514,-21.93,24.96,27.93
6,2018,2018-07-05,600506.SH,统一股份,5601,markdown,空仓观望,B,markdown,0.1621,none,0,weak_bull,1.0,1.0,0.1621,0.1621,-15.11,-10.02,47.53
7,2020,2020-05-11,600506.SH,统一股份,5601,unknown,空仓观望,D,no_signal,0.1402,none,0,weak_bull,1.0,0.3,0.0421,0.0421,5.98,36.52,7.5
8,2021,2021-04-17,600506.SH,统一股份,5601,unknown,空仓观望,D,no_signal,0.3031,watch,0,weak_bull,1.0,0.3,0.0909,0.0909,49.94,59.72,19.05
9,2022,2022-04-16,600506.SH,统一股份,5601,unknown,空仓观望,D,no_signal,0.1113,none,0,weak_bull,1.0,0.3,0.0334,0.0334,-14.23,21.17,25.48
10,2024,2024-07-06,600506.SH,统一股份,5601,unknown,空仓观望,D,no_signal,0.3505,watch,1,weak_bull,1.0,0.3,0.1052,0.1052,64.93,96.88,18.01
1,2012,2012-04-05,600505.SH,西昌电力,5705,markup,持有观察,C,markup,0.2536,watch,0,weak_bull,1.0,0.0,0.0,0.0,-27.64,5.04,30.16
2,2013,2013-07-12,600505.SH,西昌电力,5705,unknown,空仓观望,D,no_signal,0.2215,watch,0,weak_bull,1.0,0.3,0.0664,0.0664,-0.81,23.3,6.57
3,2015,2015-11-24,600505.SH,西昌电力,5705,markup,持有观察,C,markup,0.1424,none,0,weak_bull,1.0,0.0,0.0,0.0,-28.06,4.46,39.16
4,2016,2016-06-25,600505.SH,西昌电力,5705,unknown,空仓观望,D,no_signal,0.4245,warning,1,weak_bull,1.0,0.3,0.1274,0.1274,17.4,38.98,2.44
5,2017,2017-06-19,600505.SH,西昌电力,5705,unknown,空仓观望,D,no_signal,0.1612,none,0,weak_bull,1.0,0.3,0.0484,0.0484,-13.23,10.97,15.61
6,2018,2018-07-05,600505.SH,西昌电力,5705,markdown,空仓观望,B,markdown,0.1722,none,0,weak_bull,1.0,1.0,0.1722,0.1722,4.79,28.31,17.12
7,2020,2020-05-11,600505.SH,西昌电力,5705,unknown,空仓观望,D,no_signal,0.3176,watch,1,weak_bull,1.0,0.3,0.0953,0.0953,-28.92,6.67,33.33
8,2021,2021-04-17,600505.SH,西昌电力,5705,unknown,空仓观望,D,no_signal,0.0783,none,0,weak_bull,1.0,0.3,0.0235,0.0235,7.49,31.13,10.13
9,2022,2022-04-16,600505.SH,西昌电力,5705,markdown,空仓观望,C,markdown,0.1457,none,0,weak_bull,1.0,1.0,0.1457,0.1457,0.88,31.78,17.02
10,2024,2024-07-06,600505.SH,西昌电力,5705,unknown,空仓观望,D,no_signal,0.2138,watch,0,weak_bull,1.0,0.3,0.0641,0.0641,12.24,25.14,27.55
1,2012,2012-04-05,600509.SH,天富能源,5777,unknown,空仓观望,D,no_signal,0.2559,watch,0,weak_bull,1.0,0.3,0.0768,0.0768,-20.41,13.13,23.99
2,2013,2013-07-12,600509.SH,天富能源,5777,unknown,空仓观望,D,no_signal,0.1317,none,0,weak_bull,1.0,0.3,0.0395,0.0395,-6.24,16.0,9.99
3,2015,2015-11-24,600509.SH,天富能源,5777,markup,持有观察,C,markup,0.1577,none,0,weak_bull,1.0,0.0,0.0,0.0,-33.24,2.59,36.98
4,2016,2016-06-25,600509.SH,天富能源,5777,unknown,空仓观望,D,no_signal,0.26,watch,1,weak_bull,1.0,0.3,0.078,0.078,6.6,14.33,0.56
5,2017,2017-06-19,600509.SH,天富能源,5777,markdown,空仓观望,C,markdown,0.0292,none,0,weak_bull,1.0,1.0,0.0292,0.0292,-10.76,14.21,12.62
6,2018,2018-07-05,600509.SH,天富能源,5777,markdown,空仓观望,C,markdown,0.1588,none,0,weak_bull,1.0,1.0,0.1588,0.1588,-17.74,11.98,22.35
7,2020,2020-05-11,600509.SH,天富能源,5777,unknown,空仓观望,D,no_signal,0.2721,watch,0,weak_bull,1.0,0.3,0.0816,0.0816,20.32,46.67,2.86
8,2021,2021-04-17,600509.SH,天富能源,5777,unknown,空仓观望,D,no_signal,0.0354,none,0,weak_bull,1.0,0.3,0.0106,0.0106,10.13,43.85,8.97
9,2022,2022-04-16,600509.SH,天富能源,5777,unknown,空仓观望,D,no_signal,0.2101,watch,0,weak_bull,1.0,0.3,0.063,0.063,-2.69,39.35,22.84
10,2024,2024-07-06,600509.SH,天富能源,5777,markdown,空仓观望,D,markdown,0.166,none,1,weak_bull,1.0,1.0,0.166,0.166,24.66,61.46,10.4
1,2012,2012-04-05,600511.SH,国药股份,5469,unknown,空仓观望,D,no_signal,0.1889,none,0,weak_bull,1.0,0.3,0.0567,0.0567,21.13,32.47,4.07
2,2013,2013-07-12,600511.SH,国药股份,5469,unknown,空仓观望,D,no_signal,0.2422,watch,1,weak_bull,1.0,0.3,0.0727,0.0727,25.5,27.38,3.24
3,2015,2015-11-24,600511.SH,国药股份,5469,unknown,空仓观望,D,no_signal,0.2633,watch,0,weak_bull,1.0,0.3,0.079,0.079,-5.9,20.05,25.47
4,2016,2016-06-25,600511.SH,国药股份,5469,markdown,空仓观望,C,markdown,0.0848,none,0,weak_bull,1.0,1.0,0.0848,0.0848,19.55,25.62,-8.1
5,2017,2017-06-19,600511.SH,国药股份,5469,accumulation,空仓观望,C,sos_candidate,0.0595,none,0,weak_bull,1.0,0.5,0.0298,0.0298,-25.22,5.97,27.05
6,2018,2018-07-05,600511.SH,国药股份,5469,markdown,空仓观望,B,markdown,0.2824,watch,1,weak_bull,1.0,1.0,0.2824,0.2824,-1.94,20.41,5.06
7,2020,2020-05-11,600511.SH,国药股份,5469,unknown,空仓观望,D,no_signal,0.1143,none,0,weak_bull,1.0,0.3,0.0343,0.0343,35.37,64.5,11.42
8,2021,2021-04-17,600511.SH,国药股份,5469,markdown,空仓观望,B,markdown,0.1836,none,0,weak_bull,1.0,1.0,0.1836,0.1836,-11.88,16.68,14.2
9,2022,2022-04-16,600511.SH,国药股份,5469,unknown,空仓观望,D,no_signal,0.0944,none,0,weak_bull,1.0,0.3,0.0283,0.0283,-6.68,20.51,12.06
10,2024,2024-07-06,600511.SH,国药股份,5469,markdown,空仓观望,C,markdown,0.0871,none,0,weak_bull,1.0,1.0,0.0871,0.0871,11.36,23.66,11.75
1,2012,2012-04-05,600510.SH,黑牡丹,5683,markdown,空仓观望,C,markdown,0.2538,watch,0,weak_bull,1.0,1.0,0.2538,0.2538,-7.95,31.3,8.63
2,2013,2013-07-12,600510.SH,黑牡丹,5683,markdown,空仓观望,C,markdown,0.1724,none,0,weak_bull,1.0,1.0,0.1724,0.1724,15.35,47.1,6.64
3,2015,2015-11-24,600510.SH,黑牡丹,5683,markup,持有观察,C,markup,0.1906,none,0,weak_bull,1.0,0.0,0.0,0.0,-35.48,10.68,43.57
4,2016,2016-06-25,600510.SH,黑牡丹,5683,unknown,空仓观望,D,no_signal,0.3398,watch,1,weak_bull,1.0,0.3,0.1019,0.1019,0.47,16.18,5.59
5,2017,2017-06-19,600510.SH,黑牡丹,5683,markdown,空仓观望,B,markdown,0.0919,none,0,weak_bull,1.0,1.0,0.0919,0.0919,-13.06,4.74,16.13
6,2018,2018-07-05,600510.SH,黑牡丹,5683,accumulation,观察等待,C,spring,0.1719,none,0,weak_bull,1.0,0.5,0.086,0.086,4.3,18.42,11.02
7,2020,2020-05-11,600510.SH,黑牡丹,5683,markup,持有观察,C,markup,0.116,none,0,weak_bull,1.0,0.0,0.0,0.0,-12.79,14.25,15.82
8,2021,2021-04-17,600510.SH,黑牡丹,5683,markup,持有观察,C,markup,0.1744,none,0,weak_bull,1.0,0.0,0.0,0.0,10.98,49.19,10.54
9,2022,2022-04-16,600510.SH,黑牡丹,5683,markdown,空仓观望,C,markdown,0.1062,none,0,weak_bull,1.0,1.0,0.1062,0.1062,-34.93,-0.1,40.96
10,2024,2024-07-06,600510.SH,黑牡丹,5683,markdown,空仓观望,D,markdown,0.1656,none,0,weak_bull,1.0,1.0,0.1656,0.1656,29.62,61.14,10.05
1,2012,2012-04-05,600517.SH,国网英大,5295,unknown,空仓观望,D,no_signal,0.2343,watch,1,weak_bull,1.0,0.3,0.0703,0.0703,-3.66,1.97,20.72
