symbol,strategy,action,entry_price,stop_loss,take_profit,confidence,phase,regime,macro_regime,stock_regime,current_price,upside_pct,net_upside_pct,risk_pct,est_cost_pct,name,analysis_date,ma5,ma20
688583.SH,ma_cross,buy,120.3,107.584,139.374,B,golden_cross,,,,120.3,15.86,15.61,10.57,0.25,思看科技,2026-05-13,122.982,121.085
688581.SH,wyckoff,buy,69.8,52.138,74.36,C,markup,range,bull,range,69.8,6.53,6.28,25.3,0.25,安杰思,2026-05-13,,
688586.SH,ma_cross,buy,14.53,13.584,15.949,B,golden_cross,,,,14.53,9.77,9.52,6.51,0.25,江航装备,2026-05-13,14.286,13.912
688585.SH,ma_cross,buy,133.41,119.719,153.946,B,golden_cross,,,,133.41,15.39,15.14,10.26,0.25,上纬新材,2026-05-13,134.214,126.268
688588.SH,ma_cross,buy,12.55,11.917,13.5,B,golden_cross,,,,12.55,7.57,7.32,5.04,0.25,凌志软件,2026-05-13,12.38,12.076
688591.SH,ma_cross,buy,36.75,34.235,40.523,B,golden_cross,,,,36.75,10.27,10.02,6.84,0.25,泰凌微,2026-05-13,36.278,35.36
688601.SH,ma_cross,buy,62.02,56.416,70.426,B,golden_cross,,,,62.02,13.55,13.3,9.04,0.25,力芯微,2026-05-13,57.592,53.211
688596.SH,wyckoff,buy,38.46,27.372,38.65,C,markup,bull,bull,bull,38.46,0.49,0.24,28.83,0.25,正帆科技,2026-05-13,,
688618.SH,ma_cross,buy,44.83,38.979,53.606,B,golden_cross,,,,44.83,19.58,19.33,13.05,0.25,三旺通信,2026-05-13,42.74,39.599
688626.SH,ma_cross,buy,63.62,59.616,69.626,B,golden_cross,,,,63.62,9.44,9.19,6.29,0.25,翔宇医疗,2026-05-13,62.752,60.091
688613.SH,ma_cross,buy,20.32,19.039,22.241,B,golden_cross,,,,20.32,9.46,9.21,6.3,0.25,奥精医疗,2026-05-13,20.816,20.681
688638.SH,wyckoff,buy,44.12,35.233,45.01,C,markup,bull,bull,bull,44.12,2.02,1.77,20.14,0.25,誉辰智能,2026-05-13,,
688653.SH,wyckoff,buy,15.93,11.93,16.22,C,markup,bull,bull,bull,15.93,1.82,1.57,25.11,0.25,康希通信,2026-05-13,,
688656.SH,ma_cross,buy,140.56,130.092,156.262,B,golden_cross,,,,140.56,11.17,10.92,7.45,0.25,浩欧博,2026-05-13,141.5,137.254
688660.SH,ma_cross,buy,12.88,12.063,14.106,B,golden_cross,,,,12.88,9.51,9.26,6.34,0.25,电气风电,2026-05-13,12.59,12.472
688657.SH,wyckoff,buy,54.31,42.297,57.46,C,markup,range,bull,range,54.31,5.8,5.55,22.12,0.25,浩辰软件,2026-05-13,,
688665.SH,wyckoff,buy,51.9,41.7,55.55,C,markup,range,bull,range,51.9,7.03,6.78,19.65,0.25,四方光电,2026-05-13,,
688659.SH,wyckoff,buy,11.94,8.696,12.59,C,markup,bull,bull,bull,11.94,5.44,5.19,27.17,0.25,元琛科技,2026-05-13,,
688679.SH,ma_cross,buy,61.1,54.012,71.732,B,golden_cross,,,,61.1,17.4,17.15,11.6,0.25,通源环境,2026-05-13,59.704,56.043
688680.SH,ma_cross,buy,49.9,45.859,55.962,B,golden_cross,,,,49.9,12.15,11.9,8.1,0.25,海优新材,2026-05-13,50.356,49.998
688682.SH,wyckoff,buy,48.42,39.73,50.88,C,markup,range,bull,range,48.42,5.08,4.83,17.95,0.25,霍莱沃,2026-05-13,,
688686.SH,wyckoff,buy,120.56,85.461,124.88,C,markup,range,bull,range,120.56,3.58,3.33,29.11,0.25,奥普特,2026-05-13,,
688708.SH,ma_cross,buy,52.3,49.254,56.869,B,golden_cross,,,,52.3,8.74,8.49,5.82,0.25,佳驰科技,2026-05-13,52.98,52.844
688696.SH,ma_cross,buy,95.01,89.459,103.337,B,golden_cross,,,,95.01,8.76,8.51,5.84,0.25,极米科技,2026-05-13,93.178,91.531
688698.SH,ma_cross,buy,71.71,65.789,80.591,B,golden_cross,,,,71.71,12.39,12.14,8.26,0.25,伟创电气,2026-05-13,72.928,69.454
688711.SH,ma_cross,buy,32.66,30.217,36.324,B,golden_cross,,,,32.66,11.22,10.97,7.48,0.25,宏微科技,2026-05-13,30.052,28.369
688716.SH,ma_cross,buy,37.29,34.882,40.902,B,golden_cross,,,,37.29,9.69,9.44,6.46,0.25,中研股份,2026-05-13,36.398,33.849
688726.SH,ma_cross,buy,72.63,62.717,87.499,B,golden_cross,,,,72.63,20.47,20.22,13.65,0.25,拉普拉斯,2026-05-13,71.72,64.415
688739.SH,ma_cross,buy,23.89,22.996,25.231,B,golden_cross,,,,23.89,5.61,5.36,3.74,0.25,成大生物,2026-05-13,24.002,23.988
688776.SH,ma_cross,buy,82.84,77.079,91.481,B,golden_cross,,,,82.84,10.43,10.18,6.95,0.25,国光电气,2026-05-13,83.08,82.751
688788.SH,ma_cross,buy,58.21,53.426,65.386,B,golden_cross,,,,58.21,12.33,12.08,8.22,0.25,科思科技,2026-05-13,58.498,56.715
688786.SH,ma_cross,buy,34.73,31.907,38.965,B,golden_cross,,,,34.73,12.19,11.94,8.13,0.25,悦安新材,2026-05-13,33.158,32.576
688799.SH,ma_cross,buy,60.5,54.347,69.73,B,golden_cross,,,,60.5,15.26,15.01,10.17,0.25,华纳药厂,2026-05-13,61.148,58.514
000002.SZ,ma_cross,buy,3.99,3.801,4.274,B,golden_cross,,,,3.99,7.11,6.86,4.74,0.25,万 科Ａ,2026-05-13,4.032,3.926
000008.SZ,ma_cross,buy,2.79,2.684,2.949,B,golden_cross,,,,2.79,5.7,5.45,3.8,0.25,神州高铁,2026-05-13,2.778,2.715
000032.SZ,ma_cross,buy,19.25,17.927,21.235,B,golden_cross,,,,19.25,10.31,10.06,6.87,0.25,深桑达Ａ,2026-05-13,18.728,18.349
000048.SZ,ma_cross,buy,14.58,13.64,15.99,B,golden_cross,,,,14.58,9.67,9.42,6.45,0.25,京基智农,2026-05-13,14.918,14.863
000045.SZ,ma_cross,buy,12.36,11.823,13.165,B,golden_cross,,,,12.36,6.52,6.27,4.34,0.25,深纺织Ａ,2026-05-13,12.274,12.038
000070.SZ,ma_cross,buy,21.21,17.957,26.09,B,golden_cross,,,,21.21,23.01,22.76,15.34,0.25,特发信息,2026-05-13,20.968,20.25
000068.SZ,ma_cross,buy,3.47,3.271,3.768,B,golden_cross,,,,3.47,8.6,8.35,5.73,0.25,华控赛格,2026-05-13,3.324,3.275
000156.SZ,ma_cross,buy,7.55,7.274,7.964,B,golden_cross,,,,7.55,5.48,5.23,3.66,0.25,华数传媒,2026-05-13,7.554,7.524
000400.SZ,ma_cross,buy,27.7,26.19,29.965,B,golden_cross,,,,27.7,8.18,7.93,5.45,0.25,许继电气,2026-05-13,26.954,26.104
000411.SZ,ma_cross,buy,11.55,10.957,12.44,B,golden_cross,,,,11.55,7.7,7.45,5.13,0.25,英特集团,2026-05-13,11.208,10.969
000425.SZ,ma_cross,buy,10.52,9.685,11.773,B,golden_cross,,,,10.52,11.91,11.66,7.94,0.25,徐工机械,2026-05-13,10.46,10.173
000426.SZ,ma_cross,buy,49.98,45.391,56.863,B,golden_cross,,,,49.98,13.77,13.52,9.18,0.25,兴业银锡,2026-05-13,49.622,44.88
000505.SZ,ma_cross,buy,7.15,6.77,7.72,B,golden_cross,,,,7.15,7.97,7.72,5.31,0.25,京粮控股,2026-05-13,6.878,6.654
000429.SZ,ma_cross,buy,13.26,12.749,14.027,B,golden_cross,,,,13.26,5.78,5.53,3.85,0.25,粤高速Ａ,2026-05-13,12.878,12.739
000510.SZ,ma_cross,buy,16.61,14.737,19.419,B,golden_cross,,,,16.61,16.91,16.66,11.28,0.25,新金路,2026-05-13,16.608,14.948
000509.SZ,ma_cross,buy,3.92,3.642,4.337,B,golden_cross,,,,3.92,10.64,10.39,7.09,0.25,华塑控股,2026-05-13,3.946,3.688
000520.SZ,ma_cross,buy,4.05,3.789,4.441,B,golden_cross,,,,4.05,9.67,9.42,6.44,0.25,凤凰航运,2026-05-13,4.112,4.014
000518.SZ,wyckoff,buy,3.07,2.527,3.13,C,markup,bull,bull,bull,3.07,1.95,1.7,17.69,0.25,*ST四环,2026-05-13,,
000518.SZ,ma_cross,buy,3.07,2.879,3.357,B,golden_cross,,,,3.07,9.33,9.08,6.22,0.25,*ST四环,2026-05-13,3.066,2.999
000530.SZ,ma_cross,buy,6.08,5.742,6.587,B,golden_cross,,,,6.08,8.34,8.09,5.56,0.25,冰山冷热,2026-05-13,6.066,5.984
000543.SZ,ma_cross,buy,8.58,8.275,9.038,B,golden_cross,,,,8.58,5.33,5.08,3.55,0.25,皖能电力,2026-05-13,8.384,8.205
000545.SZ,ma_cross,buy,3.02,2.806,3.341,B,golden_cross,,,,3.02,10.63,10.38,7.09,0.25,金浦钛业,2026-05-13,3.034,3.008
000547.SZ,ma_cross,buy,27.96,25.332,31.902,B,golden_cross,,,,27.96,14.1,13.85,9.4,0.25,航天发展,2026-05-13,27.42,26.582
000561.SZ,ma_cross,buy,9.87,9.399,10.576,B,golden_cross,,,,9.87,7.16,6.91,4.77,0.25,烽火电子,2026-05-13,9.816,9.736
000553.SZ,wyckoff,buy,7.08,5.463,7.33,C,markup,bull,bull,bull,7.08,3.53,3.28,22.84,0.25,安道麦A,2026-05-13,,
000559.SZ,ma_cross,buy,17.45,15.833,19.875,B,golden_cross,,,,17.45,13.9,13.65,9.27,0.25,万向钱潮,2026-05-13,17.528,16.872
000581.SZ,ma_cross,buy,20.26,19.341,21.639,B,golden_cross,,,,20.26,6.8,6.55,4.54,0.25,威孚高科,2026-05-13,20.03,19.838
000592.SZ,ma_cross,buy,12.34,11.266,13.951,B,golden_cross,,,,12.34,13.06,12.81,8.7,0.25,平潭发展,2026-05-13,11.792,11.214
000591.SZ,ma_cross,buy,6.15,5.756,6.741,B,golden_cross,,,,6.15,9.61,9.36,6.41,0.25,太阳能,2026-05-13,5.574,5.38
000595.SZ,ma_cross,buy,7.1,6.647,7.779,B,golden_cross,,,,7.1,9.57,9.32,6.38,0.25,*ST宝实,2026-05-13,6.874,6.628
000615.SZ,ma_cross,buy,3.5,3.3,3.8,B,golden_cross,,,,3.5,8.57,8.32,5.71,0.25,*ST美谷,2026-05-13,3.446,3.394
000635.SZ,ma_cross,buy,8.09,7.584,8.849,B,golden_cross,,,,8.09,9.38,9.13,6.25,0.25,英 力 特,2026-05-13,8.182,8.149
000631.SZ,ma_cross,buy,3.47,3.284,3.749,B,golden_cross,,,,3.47,8.04,7.79,5.36,0.25,顺发恒能,2026-05-13,3.39,3.278
000651.SZ,wyckoff,buy,40.3,36.417,40.88,C,markup,range,bull,range,40.3,1.44,1.19,9.64,0.25,格力电器,2026-05-13,,
000659.SZ,ma_cross,buy,4.27,3.878,4.858,B,golden_cross,,,,4.27,13.77,13.52,9.18,0.25,珠海中富,2026-05-13,4.242,4.142
000670.SZ,ma_cross,buy,8.26,7.672,9.142,B,golden_cross,,,,8.26,10.68,10.43,7.12,0.25,盈方微,2026-05-13,8.148,7.897
000661.SZ,ma_cross,buy,87.15,83.956,91.941,B,golden_cross,,,,87.15,5.5,5.25,3.66,0.25,长春高新,2026-05-13,88.004,86.615
000678.SZ,ma_cross,buy,13.2,12.267,14.599,B,golden_cross,,,,13.2,10.6,10.35,7.07,0.25,襄阳轴承,2026-05-13,12.936,12.317
000691.SZ,ma_cross,buy,8.47,7.947,9.255,B,golden_cross,,,,8.47,9.26,9.01,6.17,0.25,*ST亚太,2026-05-13,8.084,7.829
000710.SZ,ma_cross,buy,10.59,9.808,11.763,B,golden_cross,,,,10.59,11.08,10.83,7.38,0.25,贝瑞基因,2026-05-13,10.74,10.192
000716.SZ,ma_cross,buy,5.3,4.955,5.817,B,golden_cross,,,,5.3,9.76,9.51,6.51,0.25,黑芝麻,2026-05-13,5.212,5.106
000720.SZ,ma_cross,buy,6.26,5.575,7.287,B,golden_cross,,,,6.26,16.41,16.16,10.94,0.25,新能泰山,2026-05-13,5.728,5.066
000719.SZ,ma_cross,buy,14.27,13.373,15.615,B,golden_cross,,,,14.27,9.43,9.18,6.29,0.25,中原传媒,2026-05-13,14.032,13.963
000712.SZ,ma_cross,buy,11.36,10.754,12.269,B,golden_cross,,,,11.36,8.0,7.75,5.33,0.25,锦龙股份,2026-05-13,11.014,10.56
000727.SZ,ma_cross,buy,2.87,2.673,3.165,B,golden_cross,,,,2.87,10.3,10.05,6.86,0.25,冠捷科技,2026-05-13,2.884,2.745
000738.SZ,ma_cross,buy,22.99,21.562,25.132,B,golden_cross,,,,22.99,9.32,9.07,6.21,0.25,航发控制,2026-05-13,22.65,21.584
000753.SZ,ma_cross,buy,6.82,6.339,7.542,B,golden_cross,,,,6.82,10.58,10.33,7.05,0.25,漳州发展,2026-05-13,6.802,6.639
000756.SZ,ma_cross,buy,14.66,14.124,15.464,B,golden_cross,,,,14.66,5.48,5.23,3.66,0.25,新华制药,2026-05-13,14.682,14.508
000768.SZ,ma_cross,buy,25.26,24.145,26.933,B,golden_cross,,,,25.26,6.62,6.37,4.41,0.25,中航西飞,2026-05-13,24.696,24.322
000790.SZ,wyckoff,buy,4.47,3.532,4.65,C,markup,bull,bull,bull,4.47,4.03,3.78,20.98,0.25,华神科技,2026-05-13,,
000795.SZ,ma_cross,buy,9.55,9.163,10.131,B,golden_cross,,,,9.55,6.08,5.83,4.05,0.25,英洛华,2026-05-13,9.52,9.332
000799.SZ,ma_cross,buy,42.95,40.591,46.489,B,golden_cross,,,,42.95,8.24,7.99,5.49,0.25,酒鬼酒,2026-05-13,43.432,43.16
000810.SZ,wyckoff,buy,12.68,10.059,13.22,C,markup,range,bull,range,12.68,4.26,4.01,20.67,0.25,创维数字,2026-05-13,,
000801.SZ,ma_cross,buy,14.15,13.287,15.445,B,golden_cross,,,,14.15,9.15,8.9,6.1,0.25,四川九洲,2026-05-13,13.942,13.834
000815.SZ,ma_cross,buy,22.47,19.447,27.005,B,golden_cross,,,,22.47,20.18,19.93,13.45,0.25,美利云,2026-05-13,22.148,20.948
000818.SZ,ma_cross,buy,17.73,16.036,20.271,B,golden_cross,,,,17.73,14.33,14.08,9.55,0.25,航锦科技,2026-05-13,18.138,15.691
000826.SZ,ma_cross,buy,2.21,2.02,2.495,B,golden_cross,,,,2.21,12.9,12.65,8.6,0.25,启迪环境,2026-05-13,2.094,1.992
000838.SZ,ma_cross,buy,2.02,1.764,2.404,B,golden_cross,,,,2.02,19.01,18.76,12.67,0.25,财信发展,2026-05-13,1.964,1.917
000839.SZ,ma_cross,buy,3.43,3.195,3.783,B,golden_cross,,,,3.43,10.28,10.03,6.85,0.25,国安股份,2026-05-13,3.318,3.162
000848.SZ,wyckoff,buy,8.98,7.562,9.15,C,markup,range,bull,range,8.98,1.89,1.64,15.79,0.25,承德露露,2026-05-13,,
000863.SZ,ma_cross,buy,5.47,4.898,6.328,B,golden_cross,,,,5.47,15.69,15.44,10.46,0.25,三湘印象,2026-05-13,5.49,5.019
000877.SZ,ma_cross,buy,4.74,4.545,5.032,B,golden_cross,,,,4.74,6.17,5.92,4.11,0.25,天山股份,2026-05-13,4.75,4.731
000883.SZ,wyckoff,buy,5.0,4.497,5.37,C,markup,bull,bull,bull,5.0,7.4,7.15,10.06,0.25,湖北能源,2026-05-13,,
000899.SZ,ma_cross,buy,14.0,12.955,15.567,B,golden_cross,,,,14.0,11.2,10.95,7.46,0.25,赣能股份,2026-05-13,13.728,13.22
000902.SZ,ma_cross,buy,15.33,14.352,16.797,B,golden_cross,,,,15.33,9.57,9.32,6.38,0.25,新洋丰,2026-05-13,15.432,15.428
000905.SZ,ma_cross,buy,11.76,11.158,12.663,B,golden_cross,,,,11.76,7.68,7.43,5.12,0.25,厦门港务,2026-05-13,11.5,11.071
000906.SZ,wyckoff,buy,6.84,5.283,6.95,C,markup,range,bull,range,6.84,1.61,1.36,22.76,0.25,浙商中拓,2026-05-13,,
000929.SZ,wyckoff,buy,11.52,8.706,12.339,B,markup,bull,bull,bull,11.52,7.11,6.86,24.43,0.25,*ST兰黄,2026-05-13,,
000950.SZ,ma_cross,buy,6.72,6.297,7.354,B,golden_cross,,,,6.72,9.44,9.19,6.29,0.25,重药控股,2026-05-13,6.302,6.076
000948.SZ,ma_cross,buy,15.28,14.507,16.439,B,golden_cross,,,,15.28,7.59,7.34,5.06,0.25,南天信息,2026-05-13,15.276,15.152
000962.SZ,ma_cross,buy,50.48,45.217,58.374,B,golden_cross,,,,50.48,15.64,15.39,10.43,0.25,东方钽业,2026-05-13,49.028,47.124
000958.SZ,ma_cross,buy,6.3,6.05,6.675,B,golden_cross,,,,6.3,5.95,5.7,3.97,0.25,电投产融,2026-05-13,6.194,6.08
000970.SZ,ma_cross,buy,12.62,12.067,13.449,B,golden_cross,,,,12.62,6.57,6.32,4.38,0.25,中科三环,2026-05-13,12.492,12.222
000981.SZ,ma_cross,buy,4.18,3.883,4.625,B,golden_cross,,,,4.18,10.66,10.41,7.11,0.25,山子高科,2026-05-13,4.076,3.996
000993.SZ,ma_cross,buy,14.61,13.537,16.22,B,golden_cross,,,,14.61,11.02,10.77,7.34,0.25,闽东电力,2026-05-13,13.306,12.753
000995.SZ,ma_cross,buy,13.83,12.861,15.284,B,golden_cross,,,,13.83,10.51,10.26,7.01,0.25,皇台酒业,2026-05-13,13.97,13.761
001207.SZ,ma_cross,buy,20.45,18.863,22.831,B,golden_cross,,,,20.45,11.64,11.39,7.76,0.25,联科科技,2026-05-13,19.332,18.905
000997.SZ,ma_cross,buy,22.0,20.63,24.055,B,golden_cross,,,,22.0,9.34,9.09,6.23,0.25,新 大 陆,2026-05-13,21.758,20.785
001210.SZ,ma_cross,buy,26.73,25.157,29.09,B,golden_cross,,,,26.73,8.83,8.58,5.88,0.25,金房能源,2026-05-13,23.838,21.751
001239.SZ,ma_cross,buy,15.28,14.607,16.29,C,golden_cross,,,,15.28,6.61,6.36,4.4,0.25,永达股份,2026-05-13,15.328,15.241
001269.SZ,ma_cross,buy,23.22,21.692,25.512,B,golden_cross,,,,23.22,9.87,9.62,6.58,0.25,欧晶科技,2026-05-13,22.758,22.279
001282.SZ,ma_cross,buy,21.69,19.973,24.266,B,golden_cross,,,,21.69,11.87,11.62,7.92,0.25,三联锻造,2026-05-13,21.39,21.192
001279.SZ,ma_cross,buy,33.32,31.521,36.018,B,golden_cross,,,,33.32,8.1,7.85,5.4,0.25,强邦新材,2026-05-13,32.816,31.542
001308.SZ,ma_cross,buy,20.81,19.994,22.034,B,golden_cross,,,,20.81,5.88,5.63,3.92,0.25,康冠科技,2026-05-13,20.828,20.444
001324.SZ,wyckoff,buy,21.09,17.213,22.1,C,markup,bull,bull,bull,21.09,4.79,4.54,18.38,0.25,长青科技,2026-05-13,,
001322.SZ,ma_cross,buy,7.27,6.919,7.796,B,golden_cross,,,,7.27,7.24,6.99,4.83,0.25,箭牌家居,2026-05-13,7.288,7.285
001323.SZ,ma_cross,buy,23.95,22.921,25.494,B,golden_cross,,,,23.95,6.44,6.19,4.3,0.25,慕思股份,2026-05-13,24.372,24.124
001331.SZ,ma_cross,buy,53.76,48.006,62.391,B,golden_cross,,,,53.76,16.05,15.8,10.7,0.25,胜通能源,2026-05-13,51.788,49.969
001360.SZ,ma_cross,buy,21.64,20.083,23.975,B,golden_cross,,,,21.64,10.79,10.54,7.2,0.25,南矿集团,2026-05-13,21.93,21.425
001333.SZ,ma_cross,buy,24.68,23.392,26.612,B,golden_cross,,,,24.68,7.83,7.58,5.22,0.25,光华股份,2026-05-13,24.842,24.544
001356.SZ,ma_cross,buy,11.58,11.13,12.255,B,golden_cross,,,,11.58,5.83,5.58,3.89,0.25,富岭股份,2026-05-13,11.358,11.064
002006.SZ,ma_cross,buy,18.5,17.64,19.79,B,golden_cross,,,,18.5,6.97,6.72,4.65,0.25,精工科技,2026-05-13,18.254,17.922
002009.SZ,ma_cross,buy,26.48,24.55,29.375,B,golden_cross,,,,26.48,10.93,10.68,7.29,0.25,天奇股份,2026-05-13,26.3,24.669
002012.SZ,ma_cross,buy,7.16,6.659,7.912,B,golden_cross,,,,7.16,10.5,10.25,7.0,0.25,凯恩股份,2026-05-13,7.09,6.997
002017.SZ,ma_cross,buy,19.73,18.762,21.182,B,golden_cross,,,,19.73,7.36,7.11,4.91,0.25,东信和平,2026-05-13,19.908,19.293
002011.SZ,ma_cross,buy,12.33,11.782,13.152,B,golden_cross,,,,12.33,6.67,6.42,4.44,0.25,盾安环境,2026-05-13,12.302,12.041
002026.SZ,ma_cross,buy,13.22,12.632,14.102,B,golden_cross,,,,13.22,6.67,6.42,4.45,0.25,山东威达,2026-05-13,13.288,13.147
002030.SZ,ma_cross,buy,6.88,6.422,7.567,B,golden_cross,,,,6.88,9.99,9.74,6.66,0.25,达安基因,2026-05-13,6.748,6.091
002031.SZ,ma_cross,buy,7.29,6.793,8.036,B,golden_cross,,,,7.29,10.23,9.98,6.82,0.25,巨轮智能,2026-05-13,7.046,6.247
002034.SZ,ma_cross,buy,21.47,19.529,24.381,B,golden_cross,,,,21.47,13.56,13.31,9.04,0.25,旺能环境,2026-05-13,19.32,18.691
002037.SZ,ma_cross,buy,8.71,8.252,9.397,B,golden_cross,,,,8.71,7.89,7.64,5.26,0.25,保利联合,2026-05-13,8.636,8.468
002040.SZ,ma_cross,buy,10.64,10.178,11.333,B,golden_cross,,,,10.64,6.51,6.26,4.34,0.25,南 京 港,2026-05-13,10.526,10.11
002048.SZ,ma_cross,buy,29.33,27.15,32.6,B,golden_cross,,,,29.33,11.15,10.9,7.43,0.25,宁波华翔,2026-05-13,29.518,27.988
002049.SZ,wyckoff,buy,82.0,64.476,82.76,C,markup,range,bull,range,82.0,0.93,0.68,21.37,0.25,紫光国微,2026-05-13,,
002051.SZ,ma_cross,buy,11.04,9.69,13.065,B,golden_cross,,,,11.04,18.34,18.09,12.23,0.25,中工国际,2026-05-13,11.514,11.055
002054.SZ,ma_cross,buy,8.77,8.256,9.541,B,golden_cross,,,,8.77,8.79,8.54,5.86,0.25,德美化工,2026-05-13,8.738,8.471
002052.SZ,ma_cross,buy,11.7,10.693,13.21,B,golden_cross,,,,11.7,12.91,12.66,8.61,0.25,同洲电子,2026-05-13,11.642,10.545
002056.SZ,ma_cross,buy,20.04,19.026,21.561,B,golden_cross,,,,20.04,7.59,7.34,5.06,0.25,横店东磁,2026-05-13,19.798,19.432
002063.SZ,ma_cross,buy,6.68,6.384,7.124,B,golden_cross,,,,6.68,6.65,6.4,4.43,0.25,远光软件,2026-05-13,6.578,6.447
002065.SZ,ma_cross,buy,8.64,8.223,9.265,B,golden_cross,,,,8.64,7.24,6.99,4.83,0.25,东华软件,2026-05-13,8.656,8.438
002095.SZ,ma_cross,buy,16.38,15.483,17.725,B,golden_cross,,,,16.38,8.21,7.96,5.48,0.25,生 意 宝,2026-05-13,16.55,16.447
002097.SZ,ma_cross,buy,10.15,9.792,10.687,B,golden_cross,,,,10.15,5.29,5.04,3.53,0.25,山河智能,2026-05-13,10.16,10.046
002103.SZ,ma_cross,buy,8.04,7.682,8.577,B,golden_cross,,,,8.04,6.68,6.43,4.45,0.25,广博股份,2026-05-13,8.182,8.139
002106.SZ,ma_cross,buy,11.28,10.624,12.264,B,golden_cross,,,,11.28,8.72,8.47,5.82,0.25,莱宝高科,2026-05-13,11.066,10.791
002112.SZ,ma_cross,buy,23.09,21.318,25.748,B,golden_cross,,,,23.09,11.51,11.26,7.67,0.25,三变科技,2026-05-13,21.652,21.155
002119.SZ,ma_cross,buy,23.49,21.789,26.041,B,golden_cross,,,,23.49,10.86,10.61,7.24,0.25,康强电子,2026-05-13,22.818,21.872
002126.SZ,ma_cross,buy,52.42,47.378,59.983,B,golden_cross,,,,52.42,14.43,14.18,9.62,0.25,银轮股份,2026-05-13,49.796,48.198
002146.SZ,ma_cross,buy,1.35,1.253,1.495,B,golden_cross,,,,1.35,10.78,10.53,7.19,0.25,荣盛发展,2026-05-13,1.358,1.343
002145.SZ,ma_cross,buy,4.76,4.528,5.108,B,golden_cross,,,,4.76,7.31,7.06,4.87,0.25,钛能化学,2026-05-13,4.694,4.657
002141.SZ,ma_cross,buy,3.67,3.437,4.019,B,golden_cross,,,,3.67,9.52,9.27,6.35,0.25,贤丰控股,2026-05-13,3.754,3.744
002152.SZ,ma_cross,buy,11.98,11.431,12.804,B,golden_cross,,,,11.98,6.87,6.62,4.58,0.25,广电运通,2026-05-13,12.026,11.979
002155.SZ,ma_cross,buy,28.95,26.701,32.324,B,golden_cross,,,,28.95,11.65,11.4,7.77,0.25,湖南黄金,2026-05-13,29.786,29.715
002154.SZ,wyckoff,buy,4.7,3.482,4.974,C,markup,range,bull,range,4.7,5.83,5.58,25.91,0.25,报 喜 鸟,2026-05-13,,
002164.SZ,ma_cross,buy,13.43,12.663,14.581,B,golden_cross,,,,13.43,8.57,8.32,5.71,0.25,宁波东力,2026-05-13,13.512,13.017
002166.SZ,ma_cross,buy,8.99,8.527,9.684,B,golden_cross,,,,8.99,7.73,7.48,5.15,0.25,莱茵生物,2026-05-13,9.092,8.884
002171.SZ,ma_cross,buy,11.96,11.403,12.796,B,golden_cross,,,,11.96,6.99,6.74,4.66,0.25,楚江新材,2026-05-13,11.902,11.679
002177.SZ,ma_cross,buy,7.89,7.427,8.585,B,golden_cross,,,,7.89,8.8,8.55,5.87,0.25,御银股份,2026-05-13,7.768,7.686
002183.SZ,ma_cross,buy,7.62,6.892,8.712,B,golden_cross,,,,7.62,14.33,14.08,9.55,0.25,怡 亚 通,2026-05-13,7.012,6.156
002179.SZ,wyckoff,buy,41.9,32.188,42.5,C,markup,bull,bull,bull,41.9,1.43,1.18,23.18,0.25,中航光电,2026-05-13,,
002182.SZ,ma_cross,buy,16.44,15.325,18.113,B,golden_cross,,,,16.44,10.17,9.92,6.78,0.25,宝武镁业,2026-05-13,16.484,16.284
002184.SZ,ma_cross,buy,12.25,11.661,13.133,B,golden_cross,,,,12.25,7.21,6.96,4.81,0.25,海得控制,2026-05-13,12.164,11.68
002190.SZ,ma_cross,buy,33.85,31.733,37.026,B,golden_cross,,,,33.85,9.38,9.13,6.25,0.25,成飞集成,2026-05-13,31.548,31.143
002195.SZ,ma_cross,buy,9.03,8.544,9.759,B,golden_cross,,,,9.03,8.07,7.82,5.38,0.25,岩山科技,2026-05-13,9.05,9.037
002196.SZ,ma_cross,buy,14.6,13.613,16.081,B,golden_cross,,,,14.6,10.14,9.89,6.76,0.25,方正电机,2026-05-13,14.7,14.343
002207.SZ,ma_cross,buy,9.21,8.41,10.41,B,golden_cross,,,,9.21,13.03,12.78,8.69,0.25,准油股份,2026-05-13,8.37,7.539
002211.SZ,ma_cross,buy,3.99,3.71,4.41,B,golden_cross,,,,3.99,10.53,10.28,7.02,0.25,ST宏达,2026-05-13,3.796,3.672
002200.SZ,wyckoff,buy,7.98,6.676,8.13,C,markup,range,bull,range,7.98,1.88,1.63,16.34,0.25,*ST交投,2026-05-13,,
002218.SZ,ma_cross,buy,5.99,5.515,6.703,B,golden_cross,,,,5.99,11.89,11.64,7.93,0.25,拓日新能,2026-05-13,5.89,5.643
002214.SZ,ma_cross,buy,19.73,18.699,21.277,B,golden_cross,,,,19.73,7.84,7.59,5.23,0.25,*ST大立,2026-05-13,19.0,18.894
002219.SZ,ma_cross,buy,2.33,2.164,2.579,B,golden_cross,,,,2.33,10.69,10.44,7.12,0.25,新里程,2026-05-13,2.356,2.344
002228.SZ,ma_cross,buy,3.85,3.646,4.156,B,golden_cross,,,,3.85,7.95,7.7,5.3,0.25,合兴包装,2026-05-13,3.914,3.89
002232.SZ,ma_cross,buy,18.3,17.454,19.569,B,golden_cross,,,,18.3,6.93,6.68,4.62,0.25,启明信息,2026-05-13,18.136,17.984
