symbol,strategy,action,entry_price,stop_loss,take_profit,confidence,phase,regime,macro_regime,stock_regime,current_price,upside_pct,net_upside_pct,risk_pct,est_cost_pct,name,analysis_date,ma5,ma20
300162.SZ,ma_cross,buy,9.5,8.662,10.757,B,golden_cross,,,,9.5,13.23,12.98,8.82,0.25,雷曼光电,2026-05-13,9.312,9.309
300170.SZ,ma_cross,buy,23.17,21.193,26.136,B,golden_cross,,,,23.17,12.8,12.55,8.53,0.25,汉得信息,2026-05-13,23.158,21.468
300182.SZ,ma_cross,buy,6.07,5.684,6.649,B,golden_cross,,,,6.07,9.54,9.29,6.36,0.25,捷成股份,2026-05-13,6.04,5.822
300175.SZ,ma_cross,buy,6.73,6.326,7.336,B,golden_cross,,,,6.73,9.0,8.75,6.0,0.25,ST朗源,2026-05-13,6.522,6.437
300185.SZ,ma_cross,buy,3.41,3.23,3.68,B,golden_cross,,,,3.41,7.92,7.67,5.28,0.25,通裕重工,2026-05-13,3.328,3.246
300197.SZ,ma_cross,buy,1.69,1.572,1.867,B,golden_cross,,,,1.69,10.47,10.22,6.98,0.25,节能铁汉,2026-05-13,1.682,1.664
300203.SZ,ma_cross,buy,13.77,12.625,15.487,B,golden_cross,,,,13.77,12.47,12.22,8.32,0.25,聚光科技,2026-05-13,14.034,13.909
300217.SZ,ma_cross,buy,5.55,5.248,6.003,B,golden_cross,,,,5.55,8.16,7.91,5.44,0.25,东方电热,2026-05-13,5.398,5.3
300218.SZ,ma_cross,buy,14.9,13.918,16.373,B,golden_cross,,,,14.9,9.89,9.64,6.59,0.25,安利股份,2026-05-13,15.154,14.977
300227.SZ,ma_cross,buy,11.98,10.996,13.456,B,golden_cross,,,,11.98,12.32,12.07,8.21,0.25,光韵达,2026-05-13,11.89,11.716
300229.SZ,ma_cross,buy,19.35,18.0,21.375,B,golden_cross,,,,19.35,10.47,10.22,6.98,0.25,拓尔思,2026-05-13,19.426,18.666
300226.SZ,ma_cross,buy,25.86,24.309,28.186,B,golden_cross,,,,25.86,9.0,8.75,6.0,0.25,上海钢联,2026-05-13,25.562,24.812
300231.SZ,ma_cross,buy,11.51,10.625,12.837,B,golden_cross,,,,11.51,11.53,11.28,7.69,0.25,银信科技,2026-05-13,11.33,11.13
300233.SZ,wyckoff,buy,16.09,13.383,16.5,C,markup,range,bull,range,16.09,2.55,2.3,16.82,0.25,金城医药,2026-05-13,,
300237.SZ,ma_cross,buy,2.42,2.294,2.609,B,golden_cross,,,,2.42,7.81,7.56,5.21,0.25,ST美晨,2026-05-13,2.336,2.326
300247.SZ,ma_cross,buy,4.64,4.338,5.093,B,golden_cross,,,,4.64,9.76,9.51,6.51,0.25,融捷健康,2026-05-13,4.614,4.493
300244.SZ,wyckoff,buy,20.26,17.114,20.9,C,markup,bull,bull,bull,20.26,3.16,2.91,15.53,0.25,迪安诊断,2026-05-13,,
300258.SZ,ma_cross,buy,13.55,12.463,15.181,B,golden_cross,,,,13.55,12.03,11.78,8.02,0.25,精锻科技,2026-05-13,13.294,12.298
300255.SZ,ma_cross,buy,45.63,41.64,51.615,B,golden_cross,,,,45.63,13.12,12.87,8.74,0.25,常山药业,2026-05-13,45.564,43.192
300265.SZ,ma_cross,buy,25.57,22.561,30.084,B,golden_cross,,,,25.57,17.65,17.4,11.77,0.25,通光线缆,2026-05-13,21.404,19.709
300271.SZ,ma_cross,buy,6.58,6.212,7.132,B,golden_cross,,,,6.58,8.39,8.14,5.59,0.25,华宇软件,2026-05-13,6.61,6.56
300276.SZ,ma_cross,buy,7.25,6.728,8.033,B,golden_cross,,,,7.25,10.8,10.55,7.2,0.25,三丰智能,2026-05-13,7.298,7.167
300286.SZ,ma_cross,buy,26.3,24.87,28.445,B,golden_cross,,,,26.3,8.16,7.91,5.44,0.25,安科瑞,2026-05-13,25.562,25.215
300300.SZ,ma_cross,buy,13.93,12.706,15.766,B,golden_cross,,,,13.93,13.18,12.93,8.79,0.25,海峡创新,2026-05-13,13.44,12.954
300304.SZ,ma_cross,buy,12.91,12.018,14.248,B,golden_cross,,,,12.91,10.36,10.11,6.91,0.25,云意电气,2026-05-13,13.048,12.658
300303.SZ,ma_cross,buy,10.9,9.799,12.552,B,golden_cross,,,,10.9,15.15,14.9,10.1,0.25,聚飞光电,2026-05-13,10.716,9.989
300310.SZ,ma_cross,buy,6.32,5.849,7.027,B,golden_cross,,,,6.32,11.18,10.93,7.45,0.25,宜通世纪,2026-05-13,6.088,6.077
300316.SZ,ma_cross,buy,53.99,49.383,60.901,B,golden_cross,,,,53.99,12.8,12.55,8.53,0.25,晶盛机电,2026-05-13,48.332,44.822
300320.SZ,ma_cross,buy,9.79,9.232,10.627,B,golden_cross,,,,9.79,8.55,8.3,5.7,0.25,海达股份,2026-05-13,9.84,9.652
300311.SZ,wyckoff,buy,5.62,4.816,5.85,B,markup,bull,bull,bull,5.62,4.09,3.84,14.31,0.25,ST任子行,2026-05-13,,
300318.SZ,ma_cross,buy,5.58,5.206,6.141,B,golden_cross,,,,5.58,10.05,9.8,6.7,0.25,博晖创新,2026-05-13,5.68,5.672
300329.SZ,ma_cross,buy,13.85,12.78,15.455,B,golden_cross,,,,13.85,11.59,11.34,7.73,0.25,海伦钢琴,2026-05-13,14.38,14.37
300335.SZ,ma_cross,buy,7.27,6.737,8.069,B,golden_cross,,,,7.27,11.0,10.75,7.33,0.25,迪森股份,2026-05-13,6.926,6.833
300341.SZ,wyckoff,buy,16.21,13.681,17.98,C,markup,range,bull,range,16.21,10.92,10.67,15.6,0.25,麦克奥迪,2026-05-13,,
300345.SZ,ma_cross,buy,7.25,6.695,8.083,B,golden_cross,,,,7.25,11.48,11.23,7.66,0.25,华民股份,2026-05-13,7.184,6.75
300343.SZ,wyckoff,buy,7.28,5.9,7.37,B,markup,bull,bull,bull,7.28,1.24,0.99,18.96,0.25,ST联创,2026-05-13,,
300349.SZ,ma_cross,buy,14.96,13.924,16.514,B,golden_cross,,,,14.96,10.39,10.14,6.93,0.25,金卡智能,2026-05-13,14.284,13.947
300353.SZ,ma_cross,buy,19.51,18.276,21.361,B,golden_cross,,,,19.51,9.49,9.24,6.32,0.25,东土科技,2026-05-13,19.642,19.344
300354.SZ,ma_cross,buy,37.87,35.58,41.305,B,golden_cross,,,,37.87,9.07,8.82,6.05,0.25,东华测试,2026-05-13,38.268,36.872
300368.SZ,ma_cross,buy,12.45,11.543,13.81,B,golden_cross,,,,12.45,10.93,10.68,7.29,0.25,汇金股份,2026-05-13,12.554,11.099
300366.SZ,ma_cross,buy,5.88,5.504,6.444,B,golden_cross,,,,5.88,9.59,9.34,6.39,0.25,ST创意,2026-05-13,5.824,5.595
300375.SZ,ma_cross,buy,4.96,4.748,5.278,B,golden_cross,,,,4.96,6.41,6.16,4.27,0.25,鹏翎股份,2026-05-13,4.958,4.875
300374.SZ,ma_cross,buy,13.89,13.325,14.738,B,golden_cross,,,,13.89,6.1,5.85,4.07,0.25,中铁装配,2026-05-13,14.092,14.027
300377.SZ,ma_cross,buy,17.78,16.543,19.636,B,golden_cross,,,,17.78,10.44,10.19,6.96,0.25,赢时胜,2026-05-13,17.88,17.615
300378.SZ,ma_cross,buy,42.79,39.667,47.474,B,golden_cross,,,,42.79,10.95,10.7,7.3,0.25,鼎捷数智,2026-05-13,43.028,41.247
300394.SZ,ma_cross,buy,378.19,330.69,449.44,B,golden_cross,,,,378.19,18.84,18.59,12.56,0.25,天孚通信,2026-05-13,341.4,340.651
300400.SZ,ma_cross,buy,31.3,27.884,36.424,B,golden_cross,,,,31.3,16.37,16.12,10.91,0.25,劲拓股份,2026-05-13,30.76,27.766
300402.SZ,ma_cross,buy,19.36,18.474,20.689,B,golden_cross,,,,19.36,6.86,6.61,4.58,0.25,宝色股份,2026-05-13,19.16,18.927
300403.SZ,ma_cross,buy,11.72,11.01,12.785,B,golden_cross,,,,11.72,9.09,8.84,6.06,0.25,汉宇集团,2026-05-13,11.666,11.654
300401.SZ,ma_cross,buy,14.06,13.27,15.245,B,golden_cross,,,,14.06,8.43,8.18,5.62,0.25,花园生物,2026-05-13,13.992,13.641
300418.SZ,ma_cross,buy,53.43,48.738,60.468,B,golden_cross,,,,53.43,13.17,12.92,8.78,0.25,昆仑万维,2026-05-13,53.778,52.076
300415.SZ,ma_cross,buy,26.81,25.219,29.196,B,golden_cross,,,,26.81,8.9,8.65,5.93,0.25,伊之密,2026-05-13,26.054,24.747
300422.SZ,wyckoff,buy,6.03,4.428,6.15,C,markup,bull,bull,bull,6.03,1.99,1.74,26.57,0.25,博世科,2026-05-13,,
300423.SZ,ma_cross,buy,8.12,7.637,8.845,B,golden_cross,,,,8.12,8.92,8.67,5.95,0.25,昇辉科技,2026-05-13,8.096,7.988
300428.SZ,ma_cross,buy,22.71,21.623,24.34,B,golden_cross,,,,22.71,7.18,6.93,4.79,0.25,立中集团,2026-05-13,22.05,21.299
300421.SZ,ma_cross,buy,26.19,24.331,28.979,B,golden_cross,,,,26.19,10.65,10.4,7.1,0.25,力星股份,2026-05-13,26.488,24.95
300433.SZ,ma_cross,buy,32.69,29.867,36.924,B,golden_cross,,,,32.69,12.95,12.7,8.64,0.25,蓝思科技,2026-05-13,30.032,27.777
300434.SZ,wyckoff,buy,11.32,8.965,11.94,C,markup,range,bull,range,11.32,5.48,5.23,20.8,0.25,金石亚药,2026-05-13,,
300447.SZ,ma_cross,buy,20.49,18.997,22.729,B,golden_cross,,,,20.49,10.93,10.68,7.29,0.25,全信股份,2026-05-13,20.308,20.124
300436.SZ,ma_cross,buy,118.11,104.56,138.435,B,golden_cross,,,,118.11,17.21,16.96,11.47,0.25,广生堂,2026-05-13,117.96,116.727
300451.SZ,ma_cross,buy,4.41,4.149,4.801,B,golden_cross,,,,4.41,8.88,8.63,5.92,0.25,创业慧康,2026-05-13,4.454,4.446
300459.SZ,ma_cross,buy,4.28,4.031,4.654,B,golden_cross,,,,4.28,8.73,8.48,5.82,0.25,汤姆猫,2026-05-13,4.322,4.144
300465.SZ,ma_cross,buy,15.17,14.15,16.7,B,golden_cross,,,,15.17,10.09,9.84,6.72,0.25,高伟达,2026-05-13,15.15,14.758
300463.SZ,ma_cross,buy,10.76,10.332,11.402,B,golden_cross,,,,10.76,5.97,5.72,3.98,0.25,迈克生物,2026-05-13,10.8,10.659
300464.SZ,ma_cross,buy,8.46,7.73,9.555,B,golden_cross,,,,8.46,12.94,12.69,8.63,0.25,星徽股份,2026-05-13,8.304,8.021
300474.SZ,wyckoff,buy,68.31,54.715,75.34,C,markup,range,bull,range,68.31,10.29,10.04,19.9,0.25,景嘉微,2026-05-13,,
300499.SZ,ma_cross,buy,46.4,41.224,54.164,B,golden_cross,,,,46.4,16.73,16.48,11.16,0.25,高澜股份,2026-05-13,44.556,42.15
300502.SZ,ma_cross,buy,628.99,557.193,736.686,B,golden_cross,,,,628.99,17.12,16.87,11.41,0.25,新易盛,2026-05-13,580.076,557.254
300508.SZ,ma_cross,buy,39.79,36.418,44.848,B,golden_cross,,,,39.79,12.71,12.46,8.47,0.25,维宏股份,2026-05-13,37.638,36.038
300507.SZ,ma_cross,buy,9.26,8.659,10.162,B,golden_cross,,,,9.26,9.74,9.49,6.49,0.25,苏奥传感,2026-05-13,8.96,8.538
300520.SZ,ma_cross,buy,37.81,34.853,42.246,B,golden_cross,,,,37.81,11.73,11.48,7.82,0.25,科大国创,2026-05-13,38.16,36.371
300525.SZ,ma_cross,buy,10.11,9.6,10.875,B,golden_cross,,,,10.11,7.57,7.32,5.04,0.25,博思软件,2026-05-13,10.266,10.247
300530.SZ,ma_cross,buy,24.25,22.329,27.131,B,golden_cross,,,,24.25,11.88,11.63,7.92,0.25,领湃科技,2026-05-13,24.526,24.461
300531.SZ,ma_cross,buy,21.12,19.535,23.498,B,golden_cross,,,,21.12,11.26,11.01,7.5,0.25,优博讯,2026-05-13,20.82,19.991
300538.SZ,wyckoff,buy,16.81,13.502,17.11,C,markup,range,bull,range,16.81,1.78,1.53,19.68,0.25,同益股份,2026-05-13,,
300542.SZ,ma_cross,buy,16.41,15.565,17.677,B,golden_cross,,,,16.41,7.72,7.47,5.15,0.25,新晨科技,2026-05-13,15.986,15.804
300539.SZ,ma_cross,buy,33.79,30.422,38.842,B,golden_cross,,,,33.79,14.95,14.7,9.97,0.25,横河精密,2026-05-13,32.578,30.229
300546.SZ,ma_cross,buy,21.85,20.382,24.052,B,golden_cross,,,,21.85,10.08,9.83,6.72,0.25,雄帝科技,2026-05-13,21.488,20.984
300543.SZ,ma_cross,buy,9.71,9.188,10.493,B,golden_cross,,,,9.71,8.06,7.81,5.38,0.25,朗科智能,2026-05-13,9.776,9.685
300547.SZ,ma_cross,buy,41.63,37.386,47.996,B,golden_cross,,,,41.63,15.29,15.04,10.19,0.25,川环科技,2026-05-13,41.374,39.073
300556.SZ,wyckoff,buy,20.58,16.219,22.36,C,markup,range,bull,range,20.58,8.65,8.4,21.19,0.25,丝路视觉,2026-05-13,,
300558.SZ,wyckoff,buy,51.23,39.9,52.9,C,markup,range,bull,range,51.23,3.26,3.01,22.12,0.25,贝达药业,2026-05-13,,
300562.SZ,wyckoff,buy,14.15,11.93,15.03,C,markup,range,bull,range,14.15,6.22,5.97,15.69,0.25,乐心医疗,2026-05-13,,
300560.SZ,wyckoff,buy,16.98,13.592,17.71,C,markup,range,bull,range,16.98,4.3,4.05,19.95,0.25,中富通,2026-05-13,,
300560.SZ,ma_cross,buy,16.98,15.543,19.136,B,golden_cross,,,,16.98,12.69,12.44,8.46,0.25,中富通,2026-05-13,16.904,15.972
300579.SZ,ma_cross,buy,27.28,25.837,29.444,B,golden_cross,,,,27.28,7.93,7.68,5.29,0.25,数字认证,2026-05-13,27.504,26.962
300581.SZ,ma_cross,buy,13.21,12.305,14.568,B,golden_cross,,,,13.21,10.28,10.03,6.85,0.25,晨曦航空,2026-05-13,13.25,12.85
300577.SZ,wyckoff,buy,20.63,17.313,22.36,C,markup,range,bull,range,20.63,8.39,8.14,16.08,0.25,开润股份,2026-05-13,,
300576.SZ,wyckoff,buy,40.93,32.686,42.8,C,markup,range,bull,range,40.93,4.57,4.32,20.14,0.25,容大感光,2026-05-13,,
300592.SZ,ma_cross,buy,14.97,13.82,16.695,B,golden_cross,,,,14.97,11.52,11.27,7.68,0.25,华凯易佰,2026-05-13,14.588,13.655
300598.SZ,ma_cross,buy,40.0,37.217,44.174,B,golden_cross,,,,40.0,10.44,10.19,6.96,0.25,诚迈科技,2026-05-13,38.978,37.864
300606.SZ,ma_cross,buy,39.44,35.416,45.476,B,golden_cross,,,,39.44,15.3,15.05,10.2,0.25,金太阳,2026-05-13,39.418,38.19
300619.SZ,ma_cross,buy,47.49,42.681,54.703,B,golden_cross,,,,47.49,15.19,14.94,10.13,0.25,金银河,2026-05-13,46.842,43.662
300626.SZ,ma_cross,buy,33.32,29.894,38.459,B,golden_cross,,,,33.32,15.42,15.17,10.28,0.25,华瑞股份,2026-05-13,30.346,27.979
300624.SZ,ma_cross,buy,68.91,63.574,76.914,B,golden_cross,,,,68.91,11.62,11.37,7.74,0.25,万兴科技,2026-05-13,70.072,69.439
300631.SZ,wyckoff,buy,30.21,24.059,34.99,C,markup,range,bull,range,30.21,15.82,15.57,20.36,0.25,久吾高科,2026-05-13,,
300628.SZ,wyckoff,buy,39.74,31.253,39.83,C,markup,range,bull,range,39.74,0.23,-0.02,21.36,0.25,亿联网络,2026-05-13,,
300639.SZ,ma_cross,buy,6.76,6.159,7.662,B,golden_cross,,,,6.76,13.34,13.09,8.89,0.25,凯普生物,2026-05-13,6.7,6.437
300652.SZ,ma_cross,buy,46.45,42.983,51.651,B,golden_cross,,,,46.45,11.2,10.95,7.46,0.25,雷迪克,2026-05-13,46.812,43.519
300655.SZ,ma_cross,buy,16.2,15.02,17.97,B,golden_cross,,,,16.2,10.93,10.68,7.28,0.25,晶瑞电材,2026-05-13,15.736,15.36
300658.SZ,ma_cross,buy,20.68,17.918,24.823,B,golden_cross,,,,20.68,20.03,19.78,13.36,0.25,延江股份,2026-05-13,22.146,21.818
300660.SZ,ma_cross,buy,44.56,41.941,48.489,B,golden_cross,,,,44.56,8.82,8.57,5.88,0.25,江苏雷利,2026-05-13,44.752,43.504
300669.SZ,ma_cross,buy,32.69,30.075,36.612,C,golden_cross,,,,32.69,12.0,11.75,8.0,0.25,沪宁股份,2026-05-13,33.264,32.895
300670.SZ,wyckoff,buy,7.34,5.821,7.61,C,markup,range,bull,range,7.34,3.68,3.43,20.69,0.25,大烨智能,2026-05-13,,
300678.SZ,ma_cross,buy,29.62,28.217,31.724,B,golden_cross,,,,29.62,7.1,6.85,4.74,0.25,中科信息,2026-05-13,29.632,28.958
300680.SZ,ma_cross,buy,42.62,39.763,46.905,B,golden_cross,,,,42.62,10.06,9.81,6.7,0.25,隆盛科技,2026-05-13,42.93,40.7
300683.SZ,ma_cross,buy,38.18,35.249,42.577,B,golden_cross,,,,38.18,11.52,11.27,7.68,0.25,海特生物,2026-05-13,37.32,35.346
300693.SZ,ma_cross,buy,69.6,62.639,80.041,B,golden_cross,,,,69.6,15.0,14.75,10.0,0.25,盛弘股份,2026-05-13,59.256,51.835
300691.SZ,wyckoff,buy,17.36,14.875,18.66,C,markup,range,bull,range,17.36,7.49,7.24,14.31,0.25,联合光电,2026-05-13,,
300699.SZ,ma_cross,buy,36.13,33.778,39.658,B,golden_cross,,,,36.13,9.76,9.51,6.51,0.25,光威复材,2026-05-13,35.858,35.0
300695.SZ,ma_cross,buy,72.56,66.22,82.07,B,golden_cross,,,,72.56,13.11,12.86,8.74,0.25,兆丰股份,2026-05-13,70.78,67.968
300709.SZ,ma_cross,buy,46.64,43.206,51.791,B,golden_cross,,,,46.64,11.04,10.79,7.36,0.25,精研科技,2026-05-13,44.506,41.975
300716.SZ,ma_cross,buy,16.8,15.007,19.489,B,golden_cross,,,,16.8,16.01,15.76,10.67,0.25,ST泉为,2026-05-13,15.796,14.323
300718.SZ,ma_cross,buy,78.93,73.931,86.429,B,golden_cross,,,,78.93,9.5,9.25,6.33,0.25,长盛轴承,2026-05-13,77.866,72.461
300723.SZ,wyckoff,buy,41.32,29.163,42.6,C,markup,range,bull,range,41.32,3.1,2.85,29.42,0.25,一品红,2026-05-13,,
300739.SZ,ma_cross,buy,30.43,27.318,35.098,B,golden_cross,,,,30.43,15.34,15.09,10.23,0.25,明阳电路,2026-05-13,30.0,29.236
300725.SZ,wyckoff,buy,39.91,32.636,42.03,C,markup,range,bull,range,39.91,5.31,5.06,18.23,0.25,药石科技,2026-05-13,,
300732.SZ,wyckoff,buy,7.74,6.487,7.95,C,markup,range,bull,range,7.74,2.71,2.46,16.19,0.25,设研院,2026-05-13,,
300730.SZ,ma_cross,buy,16.54,15.27,18.445,B,golden_cross,,,,16.54,11.52,11.27,7.68,0.25,科创信息,2026-05-13,14.85,14.215
300731.SZ,ma_cross,buy,82.14,73.564,95.004,B,golden_cross,,,,82.14,15.66,15.41,10.44,0.25,科创新源,2026-05-13,78.096,74.211
300746.SZ,ma_cross,buy,13.76,12.645,15.432,B,golden_cross,,,,13.76,12.15,11.9,8.1,0.25,汉嘉数智,2026-05-13,13.27,13.2
300749.SZ,ma_cross,buy,24.36,21.33,28.905,B,golden_cross,,,,24.36,18.66,18.41,12.44,0.25,顶固集创,2026-05-13,25.492,25.202
300753.SZ,ma_cross,buy,28.85,27.197,31.329,B,golden_cross,,,,28.85,8.59,8.34,5.73,0.25,爱朋医疗,2026-05-13,28.734,27.957
300757.SZ,ma_cross,buy,539.67,480.03,629.13,B,golden_cross,,,,539.67,16.58,16.33,11.05,0.25,罗博特科,2026-05-13,518.316,509.704
300765.SZ,ma_cross,buy,32.08,28.86,36.91,B,golden_cross,,,,32.08,15.06,14.81,10.04,0.25,新诺威,2026-05-13,32.332,31.922
300763.SZ,ma_cross,buy,102.31,92.053,117.695,B,golden_cross,,,,102.31,15.04,14.79,10.03,0.25,锦浪科技,2026-05-13,100.274,95.649
300767.SZ,wyckoff,buy,24.31,17.761,25.19,C,markup,bull,bull,bull,24.31,3.62,3.37,26.94,0.25,震安科技,2026-05-13,,
300772.SZ,ma_cross,buy,16.95,15.608,18.963,B,golden_cross,,,,16.95,11.88,11.63,7.92,0.25,运达股份,2026-05-13,16.826,16.46
300774.SZ,ma_cross,buy,17.21,15.67,19.52,B,golden_cross,,,,17.21,13.42,13.17,8.95,0.25,倍杰特,2026-05-13,17.378,17.049
300778.SZ,wyckoff,buy,13.85,11.313,16.66,C,markup,range,bull,range,13.85,20.29,20.04,18.32,0.25,新城市,2026-05-13,,
300781.SZ,ma_cross,buy,36.53,33.977,40.36,B,golden_cross,,,,36.53,10.48,10.23,6.99,0.25,因赛集团,2026-05-13,36.85,35.691
300785.SZ,ma_cross,buy,54.43,49.433,61.925,B,golden_cross,,,,54.43,13.77,13.52,9.18,0.25,值得买,2026-05-13,54.586,52.202
300792.SZ,ma_cross,buy,36.87,34.388,40.593,B,golden_cross,,,,36.87,10.1,9.85,6.73,0.25,壹网壹创,2026-05-13,36.672,35.667
300786.SZ,wyckoff,buy,17.7,13.631,17.77,C,markup,range,bull,range,17.7,0.4,0.15,22.99,0.25,国林科技,2026-05-13,,
300790.SZ,ma_cross,buy,35.08,31.837,39.944,B,golden_cross,,,,35.08,13.87,13.62,9.24,0.25,宇瞳光学,2026-05-13,33.56,30.607
300793.SZ,ma_cross,buy,14.83,14.054,15.994,B,golden_cross,,,,14.83,7.85,7.6,5.23,0.25,佳禾智能,2026-05-13,14.604,14.326
300800.SZ,wyckoff,buy,12.7,10.756,13.28,B,markup,bull,bull,bull,12.7,4.57,4.32,15.31,0.25,力合科技,2026-05-13,,
300810.SZ,ma_cross,buy,33.48,30.748,37.578,B,golden_cross,,,,33.48,12.24,11.99,8.16,0.25,中科海讯,2026-05-13,33.408,33.384
300803.SZ,ma_cross,buy,106.9,99.674,117.739,B,golden_cross,,,,106.9,10.14,9.89,6.76,0.25,指南针,2026-05-13,105.922,101.169
300809.SZ,ma_cross,buy,36.83,34.058,40.988,B,golden_cross,,,,36.83,11.29,11.04,7.53,0.25,华辰装备,2026-05-13,35.314,33.871
300812.SZ,ma_cross,buy,40.26,35.952,46.722,B,golden_cross,,,,40.26,16.05,15.8,10.7,0.25,易天股份,2026-05-13,40.358,38.903
300815.SZ,ma_cross,buy,21.92,20.897,23.454,B,golden_cross,,,,21.92,7.0,6.75,4.67,0.25,玉禾田,2026-05-13,21.914,21.249
300820.SZ,ma_cross,buy,55.06,50.896,61.306,B,golden_cross,,,,55.06,11.34,11.09,7.56,0.25,英杰电气,2026-05-13,52.99,48.102
300830.SZ,ma_cross,buy,11.26,10.45,12.475,B,golden_cross,,,,11.26,10.79,10.54,7.19,0.25,金现代,2026-05-13,11.214,10.853
300829.SZ,ma_cross,buy,19.05,17.688,21.093,B,golden_cross,,,,19.05,10.72,10.47,7.15,0.25,金丹科技,2026-05-13,18.442,18.1
300834.SZ,ma_cross,buy,46.51,40.949,54.851,B,golden_cross,,,,46.51,17.93,17.68,11.96,0.25,星辉环材,2026-05-13,45.012,40.888
300836.SZ,ma_cross,buy,71.8,65.567,81.15,B,golden_cross,,,,71.8,13.02,12.77,8.68,0.25,佰奥智能,2026-05-13,67.282,62.408
300839.SZ,ma_cross,buy,19.19,17.546,21.656,B,golden_cross,,,,19.19,12.85,12.6,8.57,0.25,博汇股份,2026-05-13,17.278,15.427
300841.SZ,ma_cross,buy,57.7,53.548,63.928,B,golden_cross,,,,57.7,10.79,10.54,7.2,0.25,康华生物,2026-05-13,59.138,58.819
300846.SZ,ma_cross,buy,33.72,30.247,38.929,B,golden_cross,,,,33.72,15.45,15.2,10.3,0.25,首都在线,2026-05-13,31.664,29.722
300862.SZ,wyckoff,buy,27.55,20.557,28.98,C,markup,range,bull,range,27.55,5.19,4.94,25.38,0.25,蓝盾光电,2026-05-13,,
300884.SZ,ma_cross,buy,13.17,12.492,14.187,B,golden_cross,,,,13.17,7.72,7.47,5.15,0.25,狄耐克,2026-05-13,13.354,13.287
300887.SZ,ma_cross,buy,10.0,9.421,10.868,B,golden_cross,,,,10.0,8.69,8.44,5.79,0.25,谱尼测试,2026-05-13,10.126,9.867
300890.SZ,wyckoff,buy,40.49,28.159,42.45,C,markup,bull,bull,bull,40.49,4.84,4.59,30.45,0.25,翔丰华,2026-05-13,,
300897.SZ,wyckoff,buy,27.43,23.601,28.7,C,markup,bull,bull,bull,27.43,4.63,4.38,13.96,0.25,山科智能,2026-05-13,,
300910.SZ,ma_cross,buy,45.93,42.957,50.389,B,golden_cross,,,,45.93,9.71,9.46,6.47,0.25,瑞丰新材,2026-05-13,47.966,47.548
300918.SZ,ma_cross,buy,15.24,14.087,16.97,B,golden_cross,,,,15.24,11.35,11.1,7.57,0.25,南山智尚,2026-05-13,15.366,14.775
300920.SZ,ma_cross,buy,46.28,43.38,50.63,B,golden_cross,,,,46.28,9.4,9.15,6.27,0.25,润阳科技,2026-05-13,43.194,40.333
300928.SZ,wyckoff,buy,35.34,27.91,37.55,C,markup,range,bull,range,35.34,6.25,6.0,21.02,0.25,华安鑫创,2026-05-13,,
300943.SZ,ma_cross,buy,38.92,34.563,45.456,B,golden_cross,,,,38.92,16.79,16.54,11.19,0.25,春晖智控,2026-05-13,34.73,31.188
300939.SZ,ma_cross,buy,46.56,42.888,52.068,B,golden_cross,,,,46.56,11.83,11.58,7.89,0.25,秋田微,2026-05-13,44.276,40.944
300955.SZ,ma_cross,buy,40.75,36.239,47.517,B,golden_cross,,,,40.75,16.6,16.35,11.07,0.25,嘉亨家化,2026-05-13,42.556,38.788
300952.SZ,ma_cross,buy,36.16,32.654,41.419,B,golden_cross,,,,36.16,14.54,14.29,9.7,0.25,恒辉安防,2026-05-13,36.478,35.883
300958.SZ,wyckoff,buy,14.5,12.239,14.89,C,markup,bull,bull,bull,14.5,2.69,2.44,15.59,0.25,建工修复,2026-05-13,,
300961.SZ,ma_cross,buy,14.82,13.686,16.521,B,golden_cross,,,,14.82,11.48,11.23,7.65,0.25,深水海纳,2026-05-13,14.14,13.645
300964.SZ,ma_cross,buy,88.87,80.537,101.37,B,golden_cross,,,,88.87,14.06,13.81,9.38,0.25,本川智能,2026-05-13,77.972,74.152
300969.SZ,ma_cross,buy,147.66,132.625,170.213,B,golden_cross,,,,147.66,15.27,15.02,10.18,0.25,恒帅股份,2026-05-13,144.632,130.445
300966.SZ,wyckoff,buy,27.21,18.348,28.6,C,markup,bull,bull,bull,27.21,5.11,4.86,32.57,0.25,共同药业,2026-05-13,,
300963.SZ,ma_cross,buy,17.55,16.639,18.916,B,golden_cross,,,,17.55,7.79,7.54,5.19,0.25,中洲特材,2026-05-13,17.442,17.093
300968.SZ,ma_cross,buy,12.96,12.226,14.061,B,golden_cross,,,,12.96,8.5,8.25,5.66,0.25,格林精密,2026-05-13,12.67,12.099
300988.SZ,ma_cross,buy,30.55,28.384,33.799,B,golden_cross,,,,30.55,10.64,10.39,7.09,0.25,津荣天宇,2026-05-13,29.8,28.071
300987.SZ,ma_cross,buy,17.24,16.328,18.608,B,golden_cross,,,,17.24,7.94,7.69,5.29,0.25,川网传媒,2026-05-13,17.496,17.357
300986.SZ,ma_cross,buy,23.85,21.399,27.527,B,golden_cross,,,,23.85,15.42,15.17,10.28,0.25,志特新材,2026-05-13,24.234,23.903
300990.SZ,ma_cross,buy,94.3,84.468,109.048,B,golden_cross,,,,94.3,15.64,15.39,10.43,0.25,同飞股份,2026-05-13,91.086,87.855
300993.SZ,ma_cross,buy,12.4,11.846,13.231,B,golden_cross,,,,12.4,6.7,6.45,4.47,0.25,玉马科技,2026-05-13,12.514,12.35
