symbol,symbol_name,fast_ma,slow_ma,atr_config,cooldown_days,total_return,benchmark_return,annualized_return,annualized_benchmark,annualized_excess_return,max_drawdown,trade_count,holding_ratio,eligible
000905.SH,中证500,10,30,高波,30,-0.05699350826930161,0.34243545124274366,-0.010016139710610439,0.051815362855263114,-0.06183150256587355,-0.3779769285136565,5,0.720217835262083,False
000852.SH,中证1000,10,30,高波,30,-0.13505370087310153,0.23020960052344552,-0.02458195449308198,0.03618068123075746,-0.06076263572383944,-0.3742147777266537,5,0.33083730428863173,False
932000.SH,中证2000,10,30,高波,30,0.070979512399453,0.5888259077982627,0.011832949184921171,0.08266398506961314,-0.07083103588469197,-0.3776440823358168,26,0.7590197413206263,False
000001.SH,上证综指,10,30,高波,60,0.22338007037679253,0.28973705804231975,0.03519161155236361,0.04461427037618493,-0.009422658823821317,-0.2133357469568523,5,0.9543907420013614,False
399001.SZ,深证成指,10,30,高波,60,0.0,0.18799825949121218,0.0,0.029993057153837377,-0.029993057153837377,0.0,0,0.0,False
399006.SZ,创业板指,10,30,高波,60,0.09319900788360136,0.5029503771193011,0.015403531754035527,0.07239311275556881,-0.056989581001533285,-0.07780539550584809,10,0.21647379169503064,False
000016.SH,上证50,10,30,高波,60,-0.017934332257548924,-0.043010897758050226,-0.003099658241066394,-0.007513324632236529,0.004413666391170135,-0.2422013086028384,15,0.597004765146358,True
000300.SH,沪深300,10,30,高波,60,0.011938867115901974,0.08796885835723467,0.002038000785298255,0.014568516085060601,-0.012530515299762346,-0.2890673319781776,8,0.5384615384615384,False
000905.SH,中证500,10,30,高波,60,0.1348671978425513,0.34243545124274366,0.02194038574034929,0.051815362855263114,-0.029874977114913825,-0.19984155718144525,1,0.5153165418652145,False
000852.SH,中证1000,10,30,高波,60,0.14068315218384808,0.23020960052344552,0.022836906221080477,0.03618068123075746,-0.013343775009676984,-0.10859043701774085,1,0.1824370319945541,False
932000.SH,中证2000,10,30,高波,60,0.12819485593540048,0.5888259077982627,0.020907153968607206,0.08266398506961314,-0.06175683110100594,-0.23886675644582034,18,0.7277059223961879,False
